meeting_no,date,district,amount_lakhs,fund_type,section,annexure,reason,page_ref,source_pdf
48th SEC,2023-03-29,Dhubri,5.0,SDRF,48.6,Annexure II (PWD Roads),29 Dhubri 5.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,3.0,SDRF,48.6,Annexure II (PWD Roads),30 Dhubri 3.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,3.5,SDRF,48.6,Annexure II (PWD Roads),31 Dhubri School Road under SDRF for the year 3.5000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,2.5,SDRF,48.6,Annexure II (PWD Roads),32 Dhubri 2.5000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,4.8,SDRF,48.6,Annexure II (PWD Roads),33 Dhubri D.K. Road Madhyapetla Road under 4.8000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Dhubri,5.5,SDRF,48.6,Annexure II (PWD Roads),34 Dhubri 5.5000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Kamrup,1.0,SDRF,48.6,Annexure II (PWD Roads),2tr Kamrup Road at Simalua under SDRF for the year 1.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Kamrup,0.38,SDRF,48.6,Annexure II (PWD Roads),36 Kamrup under SDRF for the year 2022-23. 0.3800,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Lakhimpur,3.9982,SDRF,48.6,Annexure II (PWD Roads),)1 Lakhimpur Suti Road at 11th and 13th K.M. under 3.9982,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Lakhimpur,11.21,SDRF,48.6,Annexure II (PWD Roads),JO Lakhimpur 11.2100,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Lakhimpur,5.0,SDRF,48.6,Annexure II (PWD Roads),39 Lakhimpur 5.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Lakhimpur,8.0,SDRF,48.6,Annexure II (PWD Roads),40 Lakhimpur earth filled cement bags on NH-15 to 8.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Lakhimpur,7.9576,SDRF,48.6,Annexure II (PWD Roads),4l Lakhimpur (Naya Bazar) Road under SDRF for the 7.9576,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Lakhimpur,15.0,SDRF,48.6,Annexure II (PWD Roads),42 Lakhimpur Tulshljan Road under SDRF for the ear 15.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Lakhimpur,5.0,SDRF,48.6,Annexure II (PWD Roads),43 Lakhimpur 5.0000,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Lakhimpur,2.999,SDRF,48.6,Annexure II (PWD Roads),44 Lakhimpur 2.999s,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Nalbari,0.705,SDRF,48.6,Annexure II (PWD Roads),45 Nalbari of Belsor Nalicha road under SDRF for 0.7050,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Nalbari,0.589,SDRF,48.6,Annexure II (PWD Roads),46 Nalbari Chamata Barnibari road under SDRF for 0.5890,project table,48_sec_meeting_29.03.2023_0.pdf
48th SEC,2023-03-29,Nalbari,2.4,SDRF,48.6,Annexure II (PWD Roads),47 Nalbari Sorabari road under SDRF for the year 2.4000,project table,48_sec_meeting_29.03.2023_0.pdf
