meeting_no,date,district,amount_lakhs,fund_type,section,annexure,reason,page_ref,source_pdf
45th SEC,2022-03-23,Bongaigaon,3.3064,SDRF,45.3 PWD,Annexure III (PWD Roads),51 Bonga igaon 3.3064,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,9.77,SDRF,45.3 PWD,Annexure III (PWD Roads),53 Bongaigaon 9.7700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,6.0,SDRF,45.3 PWD,Annexure III (PWD Roads),Bonga igaon on Tulungia Barghola road by providing 6.00 m,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,35.0,SDRF,45.3 PWD,Annexure III (PWD Roads),55 Bongaigaon 35.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,2.0,SDRF,45.3 PWD,Annexure III (PWD Roads),56 Bongaigaon Bhatipara Road by providing double 2.00mx2.00m 16.7100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,14.51,SDRF,45.3 PWD,Annexure III (PWD Roads),51 Bonga igaon Bongaigaon road under SDRF for the year 2o7L-Tz(Providing 14.5100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,9.3,SDRF,45.3 PWD,Annexure III (PWD Roads),"58 Bonga igaon Kabaitary Abhayapuri Road at 1st, 2nd & 6th Km 9.3000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,3.97,SDRF,45.3 PWD,Annexure III (PWD Roads),60 Bonga igaon Jogighopasalbari Road at 6th Km under SDRF for the 3.9700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,5.02,SDRF,45.3 PWD,Annexure III (PWD Roads),61 Bongaigaon to New Piradhara Road under SDRF for the year 5.0200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,3.16,SDRF,45.3 PWD,Annexure III (PWD Roads),63 Bongaigaon Tinkonia -l - Tinkonia-ll Road under SDRF for the year 3.1600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,4.19,SDRF,45.3 PWD,Annexure III (PWD Roads),64 Bongaigaon Jogighopa Salbari Road at 16th Km under SDRF for 4.1900,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,3.01,SDRF,45.3 PWD,Annexure III (PWD Roads),65 Bongaigaon logighopa Salbari Road at Br. No.7/1 approach road 3.0100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,15.44,SDRF,45.3 PWD,Annexure III (PWD Roads),66 Bongaigaon 15.4400,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,3.55,SDRF,45.3 PWD,Annexure III (PWD Roads),67 Bongaigaon Kushbari Dubachari Road under SDRF for the year 3.5500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,4.88,SDRF,45.3 PWD,Annexure III (PWD Roads),68 Bonga igaon Gobindapur to Tinkonia lll Road under SDRF for the 4.8800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,4.81,SDRF,45.3 PWD,Annexure III (PWD Roads),69 Bonga igaon Dumerguri Lotibari Road under SDRF for the year 4.8100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,4.93,SDRF,45.3 PWD,Annexure III (PWD Roads),70 Bo nga igaon Bonga igao n Approach road of Br. No.5/1 in Dumerguri Latibari 4.9300,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,23.38,SDRF,45.3 PWD,Annexure III (PWD Roads),77 Bongaigaon 23.3800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,4.91,SDRF,45.3 PWD,Annexure III (PWD Roads),12 Bongaigaon Bonga igaon Kumrakata lV to Sankarghola Road at 2nd Km under 4.9100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,7.91,SDRF,45.3 PWD,Annexure III (PWD Roads),Bongaigaon Bhandara-l to Bhandara-V Road (2nd Wave) under 7.9100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Bongaigaon,4.4543,SDRF,45.3 PWD,Annexure III (PWD Roads),77 BonBa igaon Bongaigaon caused by 2nd Wave of flood on Telipara to 4.4543,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,3.69,SDRF,45.3 PWD,Annexure III (PWD Roads),79 Dhemaji Dhemaji TRD Amulguri Kachari Baon to Naruathan road under 3.6900,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,4.22,SDRF,45.3 PWD,Annexure III (PWD Roads),80 Dhemaji Dhemaji TRD road (Providing bamboo palisading and earth filled 4.2200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,4.72,SDRF,45.3 PWD,Annexure III (PWD Roads),Dhema.ii Dhemaji TRD Hechulipam to Jiadhal Dighagarah road under SDRF 4.7200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,5.45,SDRF,45.3 PWD,Annexure III (PWD Roads),84 DhemaJi Dhema.ii TRD Jiadhal Tinigharia Kekuri to Gheyari under SDRF for 5.4500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,6.07,SDRF,45.3 PWD,Annexure III (PWD Roads),85 Dhemaji Dhemaji TRD Telijan to Khalihamari PWD road via Butikur under 6.0700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,6.69,SDRF,45.3 PWD,Annexure III (PWD Roads),86 Dhemaji Dhema.ii TRD Jiadhal to Dighalgarah under SDRF for the Yeat 2027' 6.6900,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,9.96,SDRF,45.3 PWD,Annexure III (PWD Roads),87 Dhemaji DhemajiTRD 9.9600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,23.807,SDRF,45.3 PWD,Annexure III (PWD Roads),88 Dhe m ali Dhemaji TRD Jamuguri to Kalpanapur road under SDRF for the 23.807 4,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,32.507,SDRF,45.3 PWD,Annexure III (PWD Roads),90 Dhemaji Dhemaji TRD 32.507 L,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,45.8742,SDRF,45.3 PWD,Annexure III (PWD Roads),91 Dhemal Dhemaji TRD Railway Station Adikolia via Jamuguri Panchali under 45.8742,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,9.2,SDRF,45.3 PWD,Annexure III (PWD Roads),92 Dhemaji Dhemaji TRD s9.2000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,63.42,SDRF,45.3 PWD,Annexure III (PWD Roads),93 Dhemaji Dhemaji TRD approaches on Jiadhal Chariali to Jiadhal College 63.4200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,81.5765,SDRF,45.3 PWD,Annexure III (PWD Roads),94 Dhemaji Dhemaji TRD Tin;gharia Kekuri to Gheyari road under SDRF for the 81.5765,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,87.8389,SDRF,45.3 PWD,Annexure III (PWD Roads),95 Dhemaji Dhemaji TRD Adikalia Majagaon road under SDRF for the year 87.8389,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,8.34,SDRF,45.3 PWD,Annexure III (PWD Roads),98 Dhemaji Dhema.ii TRD Padumoni via (Bordoloni Central college) under SDRF 8.3400,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,14.69,SDRF,45.3 PWD,Annexure III (PWD Roads),99 Dhemaji Dhemaji TRD 14.6900,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,19.62,SDRF,45.3 PWD,Annexure III (PWD Roads),100 Dhemaji Dhema.ii TRD Holowdunga E&D Dyke under SDRF for the year 19.6200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,47.8,SDRF,45.3 PWD,Annexure III (PWD Roads),101 Dhemaji Dhemaji TRD 47.8000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,49.85,SDRF,45.3 PWD,Annexure III (PWD Roads),103 Dhemaji Dhemaji TRD Tiniali to Dharmapur under SDRF for the year 2021- 49.8500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,39.68,SDRF,45.3 PWD,Annexure III (PWD Roads),105 Dhemaji Dhemaji TRD No.4/1 at Sankarpur LP School to Cheniachuk (Ch 39.6800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,9.7667,SDRF,45.3 PWD,Annexure III (PWD Roads),tol Dhemaji Dhemaji TRD Br.No.1/1 on Batua to Rankop road under SDRF for a9.7667,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,2.99,SDRF,45.3 PWD,Annexure III (PWD Roads),109 Dhemaji Dhemaji TRD Jidhal Chariali to Singimari road under SDRF for the 2.9900,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,51.0205,SDRF,45.3 PWD,Annexure III (PWD Roads),110 Dhemaji Dhemaji TRD Panchali to Moderguri kalita gaon via Raichapori 51.0205,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,4.7922,SDRF,45.3 PWD,Annexure III (PWD Roads),111 Dhemaji Jonai TRD Borbam (Package No- AS-04-303) under SDRF (FDR) 4.7922,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,1.61,SDRF,45.3 PWD,Annexure III (PWD Roads),712 Dhemaji lonai TRD Nilakh Taranipathar to No. 1 Luviachuk under SDRF 1.6100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,3.2213,SDRF,45.3 PWD,Annexure III (PWD Roads),114 Dhemaji JonaiTRD No- 45-04-251) under SDRF (FDR) for the year 2021- 3.2213,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,7.35,SDRF,45.3 PWD,Annexure III (PWD Roads),1-L6 Dhemaji .JonaiTRD under SDRF (FDR) for the year 2021-22 under lL4 7.3500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,5.09,SDRF,45.3 PWD,Annexure III (PWD Roads),"1,17 Dhemaji Jonai TRD 259) under SDRF (FDR) for the year 202L-22 undet 5.0900",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,0.1,SDRF,45.3 PWD,Annexure III (PWD Roads),124 Dhemaji Jonai TRD km (Length = 0.100 KM) under SDRF (FDR) for the 5.5100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,0.341,SDRF,45.3 PWD,Annexure III (PWD Roads),L25 Dhemaji lonai TRD (Length = 0.341 km) under SDRF (FDR) for the year 14.8400,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,1.14,SDRF,45.3 PWD,Annexure III (PWD Roads),2OZL-22 of District Dhemaji (1.14 Jonai LAC),project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,49.98,SDRF,45.3 PWD,Annexure III (PWD Roads),131 Dhemaji JonaiTRD 228) under SDRF (FDR) for the year 2O2t-22 under 49.9800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,49.853,SDRF,45.3 PWD,Annexure III (PWD Roads),1-32 Dhemaji JonaiTRD AS-04-33) under SDRF (FDR) for the year 2021-22 49.853 3,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,49.86,SDRF,45.3 PWD,Annexure III (PWD Roads),135 Dhemaji .lonai TRD 49.8600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,28.36,SDRF,45.3 PWD,Annexure III (PWD Roads),r37 Dhemaji Jonai TRD 28.3600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,49.96,SDRF,45.3 PWD,Annexure III (PWD Roads),139 Dhem aji Jonai TRD 49.9600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,1.96,SDRF,45.3 PWD,Annexure III (PWD Roads),140 Dhemaji Jonai TRD the year 202\-22 under Jonai Territorial Road 1.9600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,1.9831,SDRF,45.3 PWD,Annexure III (PWD Roads),"1,41 Dhemaji .,onaiTRD 1.9831",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,6.0,SDRF,45.3 PWD,Annexure III (PWD Roads),1-42 Dhemaji JonaiTRD 6.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,6.65,SDRF,45.3 PWD,Annexure III (PWD Roads),744 Dhemaji Jonai TRD 2027-22 (Bridge No 1/1) under 114 Jonai (ST) LAC 6.6500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,1.44,SDRF,45.3 PWD,Annexure III (PWD Roads),145 Dhemaji Jonai TRD SDRF for the year 2021-22 (Sridge No. 4/1. & 4/2) 1.4400,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,1.3,SDRF,45.3 PWD,Annexure III (PWD Roads),747 Dhemaji Jo nai TRD 2OZL-22 under 114 Jonai (ST) LAC under Jonai 1.3000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,0.3,SDRF,45.3 PWD,Annexure III (PWD Roads),150 Dhemaji lonaiTRD (tength=0.300 km) under SDRF (FDR) for the year L2.4700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhemaji,83.22,SDRF,45.3 PWD,Annexure III (PWD Roads),153 Dhemaji Jonai TRD box culvert (2 nos) under SDRF (FDR) for the year 83.2200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,6.97,SDRF,45.3 PWD,Annexure III (PWD Roads),"1,54 Dhubri Sub-Division Pratapgan.l Pestirghat to GK Road under SDRF for the 6.9700",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,9.06,SDRF,45.3 PWD,Annexure III (PWD Roads),156 Dhubri 5ub-Division Bidyardabri to Kadamtola near Charak Mandir Road 9.0600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,9.75,SDRF,45.3 PWD,Annexure III (PWD Roads),157 Dhubri Sub-Division at Choto Dighaltary to Bidyardabri (RCC Br. No. 1/1 9.7500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,6.97,SDRF,45.3 PWD,Annexure III (PWD Roads),159 Dhubri Sub-Division road to Paborchara village Road under SDRF for the 6.9700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,2.62,SDRF,45.3 PWD,Annexure III (PWD Roads),161 Dhubri Sub-Division road to Kherbari under SDRF for the year 2021-22 1-2.6200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,6.98,SDRF,45.3 PWD,Annexure III (PWD Roads),162 Dhubri Sub-Division Kherbari to West Bengal Border road under SDRF 6.9800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,7.81,SDRF,45.3 PWD,Annexure III (PWD Roads),L64 Dhubri sub-Division Gorerhat Singimari Road under SDRF for the year 7.8100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,11.93,SDRF,45.3 PWD,Annexure III (PWD Roads),165 Dhubri Sub-Division Sindurai Road under SDRF for the yeat 2OZL-72 11.9300,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,74.92,SDRF,45.3 PWD,Annexure III (PWD Roads),166 Dhubri sub-Division Bengal Border under SDRF for the year 2021-22 74.9200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,6.75,SDRF,45.3 PWD,Annexure III (PWD Roads),t67 Dhubri Sub-Division 6.7500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,6.89,SDRF,45.3 PWD,Annexure III (PWD Roads),168 Dhubri Sub-Division year 202!-?2 (Approach damaged of RCC Br. No. 6.8900,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.96,SDRF,45.3 PWD,Annexure III (PWD Roads),169 Dhubri Sub-Division Satrasal road under SDRF fo( lhe Yeat 2OZL-22 4.9600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,8.46,SDRF,45.3 PWD,Annexure III (PWD Roads),"171, Dhubri Sub-Division (Approach damaged of RCC Br. No. 1/1' at 8.4600",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,8.57,SDRF,45.3 PWD,Annexure III (PWD Roads),172 Dhubri Sub-Dlvision Approach of RCC Br. No.3/1 & 3/2 on Khuniarvita 8.5700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,6.96,SDRF,45.3 PWD,Annexure III (PWD Roads),t13 Dhubri Sub-Division Kadomtola Harirdham road under SDRF for the year 6.9600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,5.97,SDRF,45.3 PWD,Annexure III (PWD Roads),174 Dhubri Sub-Division ?027-22 (Agprcach damaged of RCC Box Cell Cult 5.9700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,48.98,SDRF,45.3 PWD,Annexure III (PWD Roads),L77 Dhubri Sub-Division under SDRF for the year 2021-22 (Repairs to Bridge 48.9800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,49.04,SDRF,45.3 PWD,Annexure III (PWD Roads),L79 Dhubri Sub-Division 49.0400,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,49.8,SDRF,45.3 PWD,Annexure III (PWD Roads),180 Dhubri Sub-Division 49.8000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,49.91,SDRF,45.3 PWD,Annexure III (PWD Roads),181 Dhubri Sub-Division year 2O2l-22 (Repairs to RCC Box Culvert 49.9100,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,49.85,SDRF,45.3 PWD,Annexure III (PWD Roads),182 Dhubri Sub-Division Beengal Border under SDRF for the year 2021-22 49.8500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,48.78,SDRF,45.3 PWD,Annexure III (PWD Roads),183 Dhubri sub-Division KGT Road to Kherbari road under SDRF for the year 48.7800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,39.48,SDRF,45.3 PWD,Annexure III (PWD Roads),t84 Dhubri 5ub-Divislon 39.4800,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.5,SDRF,45.3 PWD,Annexure III (PWD Roads),186 Dhubri Su b-Division Binnachara Pt-l under SDRF for the yeat 2021--22 4.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,6.3,SDRF,45.3 PWD,Annexure III (PWD Roads),187 Dhubri Sub-Division Singimari under SDRF for the year 2OZl-22 ltrcm 6.3000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,7.0,SDRF,45.3 PWD,Annexure III (PWD Roads),190 Dhubri Sub-Division Dhubri Binnachara Road under SDRF for the year 7.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,9.0,SDRF,45.3 PWD,Annexure III (PWD Roads),193 Dhubri sub-Division Samshan8hat to NH-31 Road under SDRF for the 9.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,15.0,SDRF,45.3 PWD,Annexure III (PWD Roads),197 Dhubri Sub-Division yeat 2027-22 (Construction of RCC Box Cell culvert 15.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.87,SDRF,45.3 PWD,Annexure III (PWD Roads),203 Dhubri 5ub-Division from lnternational Trade Centre to Gumti Road 4.8700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.87,SDRF,45.3 PWD,Annexure III (PWD Roads),205 Dhubri Sub-Division from Sonahat BSF Camp to Bishkhowa Pt-lV Road 4.8700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,5.36,SDRF,45.3 PWD,Annexure III (PWD Roads),206 Dhubri Sub-Division from Kamarpara near IBB Road under SDRF for the 5.3600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.87,SDRF,45.3 PWD,Annexure III (PWD Roads),208 Dhubri Sub-Division from Old NH at Rakhalpath Road under SDRF for the 4.8700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,7.8,SDRF,45.3 PWD,Annexure III (PWD Roads),270 Dhubri 5ub-Division from Old NH Way (Ratiadaha) under SDRF for the 7.8000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,6.82,SDRF,45.3 PWD,Annexure III (PWD Roads),"21,1, Dhubri Sub-Division from NH-31 to Ratiadaha Pt-lll under SDRF for the 6.8200",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,9.2,SDRF,45.3 PWD,Annexure III (PWD Roads),272 Dhubri Sub-Division from Soulmari Road to Dakhin Tokrachara under 9.2000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,5.35,SDRF,45.3 PWD,Annexure III (PWD Roads),213 Dhubri Sub-Division from Bisondoi Pt-l to Bisondoi Pt-lll (PMGSY) road 5.3500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,5.0,SDRF,45.3 PWD,Annexure III (PWD Roads),215 Dhubri Sub-Division from Golakganj Soulmari Road under SDRF for the 5.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,6.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"2l,t) Dhubri 5ub-Division from NH-31 at Bottola to Ratiadaha Bazar under 6.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,7.3,SDRF,45.3 PWD,Annexure III (PWD Roads),277 Dhubri Sub-Division from Purni Road under SDRF for lhe yeat 2027-22 7.3000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,7.0,SDRF,45.3 PWD,Annexure III (PWD Roads),218 Dhubri Sub-Division from Golakganj Bazar to Silver Company under SDRF 7.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.9259,SDRF,45.3 PWD,Annexure III (PWD Roads),2L9 Dhubri 5ub-Division via Nalia Pt-l in stretches under SDRF for the year 4.9259,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,6.5,SDRF,45.3 PWD,Annexure III (PWD Roads),220 Dhubri Sub-Division from NH-31 to E&D Bund via Mazumdarpara under 6.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,7.0,SDRF,45.3 PWD,Annexure III (PWD Roads),222 Dhubri Sub-Division from Pratapganj Pestirghat to G.K. Road under SDRF 7.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,5.9,SDRF,45.3 PWD,Annexure III (PWD Roads),224 Dhubri Sub-Division from Tokrachara PWD Road to NH-31 Hazipara 5.9000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),225 Dhubri Sub-Division to Golakganj Road under SDRF for the year 2O2t-22. 4.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,5.8737,SDRF,45.3 PWD,Annexure III (PWD Roads),226 Dhubri Sub-Division on Bonsijhora to Monglahat Rd under SDRF for the 5.8737,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,5.0,SDRF,45.3 PWD,Annexure III (PWD Roads),230 Dhubri Su b-Division Tiniali Road under SDRF for the year 2021-22. 5.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,14.75,SDRF,45.3 PWD,Annexure III (PWD Roads),233 Dhubri Sub-Division Puranpara village road under SDRF for the year 14.7500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,5.9479,SDRF,45.3 PWD,Annexure III (PWD Roads),235 Dhubri Sub-Division 1/1 on Sahebgan.i Bazar to Gauripur Bashbari via 5.9479,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,7.0,SDRF,45.3 PWD,Annexure III (PWD Roads),237 Dhubri Sub-Division to Agomoni Rly Station Road under SDRF for the 7.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,24.96,SDRF,45.3 PWD,Annexure III (PWD Roads),238 Dhubri 5ub-Division NH-31 to Kaldoba Pt-lll Road under SDRF for the 24.9600,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,7.0,SDRF,45.3 PWD,Annexure III (PWD Roads),240 Dhubri Sub-Division to Agomoni Progoti College Road under SDRF for the 7.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,7.5,SDRF,45.3 PWD,Annexure III (PWD Roads),"241, Dhubri Sub-Division from Pratapganj Kherbari Road under SDRF for the 7.5000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),242 Dhubri Sub-Division the year 4.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.25,SDRF,45.3 PWD,Annexure III (PWD Roads),245 Dhubri sub-Division from NH-31 at Areajhar to Puhtimari Road under 4.2500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.32,SDRF,45.3 PWD,Annexure III (PWD Roads),246 Dhubri Sub-Division from NH-31 at Shivamandir to Dhirbeel via 4.3200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,3.85,SDRF,45.3 PWD,Annexure III (PWD Roads),241 Dhubri Sub-Division from NH-31 Taranagapur Part-ll via 3.8500,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.87,SDRF,45.3 PWD,Annexure III (PWD Roads),248 Dhubri Sub-Division from NH-31 at Rowmari Part-ll to Village Roa d 4.8700,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.5,SDRF,45.3 PWD,Annexure III (PWD Roads),250 Dhubri Sub-Division ExtentionNH-31 at Bagribari to Baniamari Pt-lll Road 4.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,7.5,SDRF,45.3 PWD,Annexure III (PWD Roads),252 Dhubri Sub-Division Sapatgram Road under SDRF for the year 2021-22. 7.5000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.2,SDRF,45.3 PWD,Annexure III (PWD Roads),254 Dhubri Sub-Division School to Hatipara Pt-li village Road under SDRF for 4.2000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),"Dhubri Sub-Division (PMGSY, Pkg. No. AS-05-119) under SDRF for the 4.0000",project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),256 Dhubri Su b-Division from Bilasipara Surjyakhata to Ramkrishna Mission 4.0000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,3.32,SDRF,45.3 PWD,Annexure III (PWD Roads),257 Dhubri Sub-Division Br. No. 1/1 on Bilasipara Amdanighat to Kathaldi 3.3200,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,3.4,SDRF,45.3 PWD,Annexure III (PWD Roads),258 Dhubri Sub-Division Pt-l Road under SDRF for the year 2OZt-22 3.4000,project table,45th_sec_meeting.pdf
45th SEC,2022-03-23,Dhubri,4.0,SDRF,45.3 PWD,Annexure III (PWD Roads),259 Dhubri Sub-Division 31to Natun Lawpara (Notun Lawpara to Khejurbari) 4.0000,project table,45th_sec_meeting.pdf
