revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,sum_population
Silonijan,Silonijan,,1566,KARBI ANGLONG,18-314-00179,18-314,101168.5078125
Umrangso,Umrangso,,1460,DIMA HASAO,18-315-00180,18-315,97075.2734375
Haflong,Haflong,y,1024,DIMA HASAO,18-315-00181,18-315,70110.5546875
Mahur,Mahur,,568,DIMA HASAO,18-315-00182,18-315,33611.0
Maibong,Maibong,,1832,DIMA HASAO,18-315-00183,18-315,73445.953125
Katigora,Katigorah,,744,CACHAR,18-316-00184,18-316,312506.78125
Silchar,Silchar,y,838,CACHAR,18-316-00185,18-316,717949.3125
Udarbond,Udharbond,,447,CACHAR,18-316-00186,18-316,176021.75
Sonai,Sonai,,1000,CACHAR,18-316-00187,18-316,352052.5625
Lakhipur,Lakhipur,,754,CACHAR,18-316-00188,18-316,462621.8125
Karimganj,Karimganj,y,178,KARIMGANJ,18-317-00189,18-317,316951.0
Badarpur,Badarpur,,134,KARIMGANJ,18-317-00190,18-317,156360.734375
Nilambazar,Nilambazar,,280,KARIMGANJ,18-317-00191,18-317,244168.453125
Patharkandi,Patherkandi,,672,KARIMGANJ,18-317-00192,18-317,275158.40625
RamkrishnaNagar,RK Nagar,,575,KARIMGANJ,18-317-00193,18-317,324110.40625
Algapur,Algapur,,156,HAILAKANDI,18-318-00194,18-318,118661.4765625
Hailakandi,Hailakandi,y,161,HAILAKANDI,18-318-00195,18-318,166423.4375
Lala,Lala,,270,HAILAKANDI,18-318-00196,18-318,243339.53125
Katlichara,Katlicherra,,742,HAILAKANDI,18-318-00197,18-318,200213.21875
Bongaigaon(Pt),"Bongaigaon
(Pt)",y,189,BONGAIGAON,18-319-00198,18-319,142394.8125
Boitamari,Boitamari,,297,BONGAIGAON,18-319-00199,18-319,127332.0625
Srijangram,Srijangram,,348,BONGAIGAON,18-319-00200,18-319,311809.8125
Sidli (Pt-II),Sidli (Pt-II),,85,BONGAIGAON,18-319-00201,18-319,57528.48828125
Manikpur,Manikpur,,169,BONGAIGAON,18-319-00202,18-319,134437.296875
Kokrajhar (Pt),Kokrajhar (Pt),,13,CHIRANG,18-320-00203,18-320,10965.83984375
Barnagar (Pt),Barnagar (Pt),,34,CHIRANG,18-320-00204,18-320,19773.134765625
Bengtal,Bengtal,,716,CHIRANG,18-320-00205,18-320,116621.921875
Sidli (Pt),Sidli (Pt),,229,CHIRANG,18-320-00206,18-320,113721.46875
Bijni (Pt),Bijni (Pt),,934,CHIRANG,18-320-00207,18-320,332450.0
Rangia(Pt),"Rangia
(Pt)",,186,KAMRUP,18-321-00208,18-321,188033.9375
Koya,Kayan,,54,KAMRUP,18-321-00209,18-321,53485.25
Kamalpur,Kamalpur,,250,KAMRUP,18-321-00210,18-321,200599.625
Hajo,Hajo,,413,KAMRUP,18-321-00211,18-321,71106.6171875
Chhaygaon,Chhaygaon,,471,KAMRUP,18-321-00212,18-321,134595.453125
Goroimari,Goroimari,,177,KAMRUP,18-321-00213,18-321,185043.75
Chamaria,Chamaria,,140,KAMRUP,18-321-00214,18-321,119706.5390625
Nagarbera,Nagarbera,,115,KAMRUP,18-321-00215,18-321,103027.75
Boko,Boko,,514,KAMRUP,18-321-00216,18-321,96117.203125
NorthGuwahati,"North
Guwahati",,91,KAMRUP,18-321-00217,18-321,43079.1328125
Jalah (Pt),Jalah (Pt),,56,KAMRUP,18-321-00218,18-321,45905.0
Guwahati,Guwahati,y,101,KAMRUP METRO,18-322-00219,18-322,567006.9375
Sonapur,Sonapur,,493,KAMRUP METRO,18-322-00220,18-322,183292.84375
Chandrapur,Chandrapur,,125,KAMRUP METRO,18-322-00221,18-322,57506.140625
Tihu(Pt),"Tihu
(Pt)",,95,NALBARI,18-323-00222,18-323,64887.26171875
PachimNalbari,Pachim Nalbari,,149,NALBARI,18-323-00223,18-323,108856.984375
Barkhetri,Barkhetri,,371,NALBARI,18-323-00224,18-323,244111.046875
Barbhag,Barbhag,,82,NALBARI,18-323-00225,18-323,134881.953125
Nalbari,Nalbari,y,128,NALBARI,18-323-00226,18-323,183331.5625
Banekuchi,Banekuchi,,61,NALBARI,18-323-00227,18-323,44243.28125
Ghograpar (Pt),Ghograpar (Pt),,131,NALBARI,18-323-00228,18-323,151118.78125
Baganpara (Pt),Baganpara (Pt),,212,BAKSA,18-324-00260,18-324,73667.6484375
Baganpara (Pt),Baganpara (Pt),,19,NALBARI,18-323-00230,18-323,11705.68359375
Barnagar (Pt),Barnagar (Pt),,460,BAKSA,18-324-00231,18-324,156220.953125
Ghograpar (Pt),Ghograpar (Pt),,35,BAKSA,18-324-00232,18-324,37101.8359375
Jalah (Pt),Jalah (Pt),,292,BAKSA,18-324-00233,18-324,101895.0390625
Barama,Barama,,96,BAKSA,18-324-00234,18-324,82176.046875
Rangia (Pt),Rangia (Pt),,23,TAMULPUR,18-816-00235,18-816,7195.376953125
Pathorighat (Pt),Pathorighat (Pt),,4,TAMULPUR,18-816-00236,18-816,6847.416015625
Khoirabari (Pt),Khoirabari (Pt),,53,DARRANG,18-325-00237,18-325,16634.03125
Pathorighat (Pt),Patharighat (Pt),,176,DARRANG,18-325-00238,18-325,88553.234375
Sipajhar,Sipajhar,,293,DARRANG,18-325-00239,18-325,137122.859375
Dhekiajuli (Pt),Dhekiajuli (Pt),,41,UDALGURI,18-326-00240,18-326,16173.05859375
Khoirabari (Pt),Khoirabari (Pt),,163,UDALGURI,18-326-00241,18-326,71299.640625
Pathorighat (Pt),Pathorighat (Pt),,2,UDALGURI,18-326-00242,18-326,134.75018310546875
Mangaldoi (Pt),Mangaldoi (Pt),,6,UDALGURI,18-326-00243,18-326,2848.242431640625
Dalgaon (Pt),Dalgaon (Pt),,63,UDALGURI,18-326-00244,18-326,67007.96875
Harisinga,Harisinga,,626,UDALGURI,18-326-00245,18-326,251624.71875
Udalguri,Udalguri,y,569,UDALGURI,18-326-00246,18-326,251698.203125
Mazbat,Mazbat,,325,UDALGURI,18-326-00247,18-326,129401.7421875
Mahmora,Mahmora,,294,CHARAIDEO,18-755-00248,18-755,163726.0625
Biswanath,Biswanath,y,1042,BISWANATH,18-756-00249,18-756,388147.90625
Helem,Halem,,427,BISWANATH,18-756-00250,18-756,144337.734375
Gohpur,Gohpur,,314,BISWANATH,18-756-00251,18-756,118986.46875
Hojai,Hojai,y,265,HOJAI,18-757-00252,18-757,306050.78125
Doboka,Doboka,,318,HOJAI,18-757-00253,18-757,200837.265625
Lanka,Lanka,,873,HOJAI,18-757-00254,18-757,552096.25
Donka,Donkamokam,,3073,WEST KARBI ANGLONG,18-759-00255,18-759,347258.0
South Salmara,South Salmara,,435,SOUTH SALMARA MANCACHAR,18-758-00256,18-758,160732.71875
Mankachar,Mankachar,,249,SOUTH SALMARA MANCACHAR,18-758-00257,18-758,342671.9375
Bajali (Pt),Bajali (Pt),,18,TAMULPUR,18-816-00258,18-816,14675.384765625
Goreswar (Pt),Goreswar (Pt),,283,TAMULPUR,18-816-00259,18-816,172467.046875
Tamulpur,Tamulpur,,549,TAMULPUR,18-816-00261,18-816,297097.40625
Baksa,Baska,,296,BAKSA,18-324-00262,18-324,165283.15625
Sarupeta (Pt),Sarupeta (Pt),,135,BAKSA,18-324-00263,18-324,77110.1640625
Barnagar (Pt),Barnagar (Pt),,207,BARPETA,18-303-00264,18-303,148840.296875
Sarupeta (Pt),Sarupeta (Pt),,262,BAJALI,18-799-00265,18-799,173983.328125
Chenga,Chenga,,318,BARPETA,18-303-00266,18-303,247821.859375
North Guwahati (Pt),North Guwahati (Pt),,115,KAMRUP METRO,18-322-00267,18-322,503034.9375
Kalaigaon (Pt),Kalaigaon (Pt),,192,UDALGURI,18-326-00268,18-326,77107.109375
Mangaldoi (Pt),Mangaldoi (Pt),y,440,DARRANG,18-325-00269,18-325,226697.171875
Dalgaon (Pt),Dalgaon (Pt),,649,DARRANG,18-325-00270,18-325,627008.9375
Mayong,Mayong,,486,MORIGAON,18-304-00271,18-304,268286.25
Palasbari,Palasbari,,393,KAMRUP,18-321-00272,18-321,217477.109375
Azara,Azara,,423,KAMRUP,18-321-00273,18-321,122240.46875
Gossaigaon (Pt),Gossaigaon (Pt),,77,DHUBRI,18-301-00274,18-301,23541.046875
Jorhat West,Jorhat West,,364,JORHAT,18-312-00276,18-312,262750.0
Jorhat East,Jorhat East,,195,JORHAT,18-312-00277,18-312,148393.203125
Sapekhati,Sapekhati,,394,CHARAIDEO,18-755-00278,18-755,125907.265625
Sonari,Sonari,y,385,CHARAIDEO,18-755-00279,18-755,203988.71875
Ujani Majuli,Ujani Majuli,,322,MAJULI,18-760-00280,18-760,63265.97265625
Majuli,Majuli,,648,MAJULI,18-760-00281,18-760,108729.0703125
Phuloni,Phuloni,,3303,KARBI ANGLONG,18-314-00275,18-314,288354.71875
