revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,sum_population
Chariduar,Chariduar,,1000,SONITPUR,18-306-00138,18-306,292227.15625
Tezpur,Tezpur,y,546,SONITPUR,18-306-00139,18-306,382699.15625
Na-Duar,Naduar,,668,SONITPUR,18-306-00140,18-306,236091.75
Narayanpur,Narayanpur,,380,LAKHIMPUR,18-307-00141,18-307,144993.4375
Bihpuria,Bihpuria,,407,LAKHIMPUR,18-307-00142,18-307,256954.25
Naobaicha,Nowboicha,,330,LAKHIMPUR,18-307-00143,18-307,160377.0625
Kadam,Kadam,,523,LAKHIMPUR,18-307-00144,18-307,104128.09375
North Lakhimpur,North Lakhimpur,y,616,LAKHIMPUR,18-307-00145,18-307,250939.359375
Dhakuakhana (Pt-I),Dhakuakhana (Pt-I),,462,LAKHIMPUR,18-307-00146,18-307,117609.4296875
Subansiri (Pt-I),Subansiri (Pt-I),,280,LAKHIMPUR,18-307-00147,18-307,102522.265625
Dhakuakhana (Pt-II),Dhakuakhana (Pt-II),,9,DHEMAJI,18-308-00148,18-308,3029.68310546875
Subansiri (Pt-II),Subansiri (Pt-II),,155,DHEMAJI,18-308-00149,18-308,7798.83203125
Dhemaji,Dhemaji,y,396,DHEMAJI,18-308-00150,18-308,140228.46875
Sissibargaon,Sissiborgaon,,746,DHEMAJI,18-308-00151,18-308,266060.96875
Jonai,Jonai,,853,DHEMAJI,18-308-00152,18-308,168130.65625
Gogamukh,Gogamukh,,324,DHEMAJI,18-308-00153,18-308,102458.890625
Sadiya,Sadiya,,851,TINSUKIA,18-309-00154,18-309,104757.9453125
Doom Dooma,Doom Dooma,,937,TINSUKIA,18-309-00155,18-309,466966.9375
Tinsukia,Tinsukia,y,890,TINSUKIA,18-309-00156,18-309,443063.40625
Margherita,Margherita,,1132,TINSUKIA,18-309-00157,18-309,364639.71875
Dibrugarh West,Dibrugarh West,,723,DIBRUGARH,18-310-00158,18-310,187696.203125
Dibrugarh East,Dibrugarh East,,393,DIBRUGARH,18-310-00159,18-310,243576.03125
Chabua,Chabua,,658,DIBRUGARH,18-310-00160,18-310,173526.6875
Tengakhat,Tengakhat,,355,DIBRUGARH,18-310-00161,18-310,253596.546875
Moran,Moran,,395,DIBRUGARH,18-310-00162,18-310,180812.578125
Tingkhong,Tingkhong,,391,DIBRUGARH,18-310-00163,18-310,194349.015625
Naharkatiya,Naharkatia,,464,DIBRUGARH,18-310-00164,18-310,245926.78125
Dimow,Demow,,478,SIVASAGAR,18-311-00165,18-311,194596.84375
Sibsagar,Sivsagar,y,388,SIVASAGAR,18-311-00166,18-311,189194.453125
Amguri,Amguri,,315,SIVASAGAR,18-311-00167,18-311,154063.34375
Nazira,Nazira,,386,SIVASAGAR,18-311-00168,18-311,239425.578125
Teok,Teok,,450,JORHAT,18-312-00169,18-312,155646.28125
Titabor,Titabor,,419,JORHAT,18-312-00170,18-312,270351.9375
Mariani,Mariani,,437,JORHAT,18-312-00171,18-312,156823.078125
Bokakhat,Bokakhat,,850,GOLAGHAT,18-313-00172,18-313,210334.5
Khumtai,Khumtai,,473,GOLAGHAT,18-313-00173,18-313,118785.09375
Dergaon,Dergaon,,323,GOLAGHAT,18-313-00174,18-313,153719.53125
Golaghat,Golaghat,y,658,GOLAGHAT,18-313-00175,18-313,406812.5625
Morangi,Morangi,,319,GOLAGHAT,18-313-00176,18-313,136374.609375
Sarupathar,Sarupathar,,900,GOLAGHAT,18-313-00177,18-313,258007.421875
Diphu,Diphu,y,2468,KARBI ANGLONG,18-314-00178,18-314,294826.40625
Silonijan,Silonijan,,1566,KARBI ANGLONG,18-314-00179,18-314,102484.765625
Umrangso,Umrangso,,1460,DIMA HASAO,18-315-00180,18-315,103987.25
Haflong,Haflong,y,1024,DIMA HASAO,18-315-00181,18-315,71911.7578125
Mahur,Mahur,,568,DIMA HASAO,18-315-00182,18-315,33888.421875
Maibong,Maibong,,1832,DIMA HASAO,18-315-00183,18-315,72575.6796875
Katigora,Katigorah,,744,CACHAR,18-316-00184,18-316,318353.59375
Silchar,Silchar,y,838,CACHAR,18-316-00185,18-316,728064.1875
Udarbond,Udharbond,,447,CACHAR,18-316-00186,18-316,178731.109375
Sonai,Sonai,,1000,CACHAR,18-316-00187,18-316,361470.125
Lakhipur,Lakhipur,,754,CACHAR,18-316-00188,18-316,475938.375
Karimganj,Karimganj,y,178,KARIMGANJ,18-317-00189,18-317,326335.125
Badarpur,Badarpur,,134,KARIMGANJ,18-317-00190,18-317,161726.5625
Nilambazar,Nilambazar,,280,KARIMGANJ,18-317-00191,18-317,253046.59375
Patharkandi,Patherkandi,,672,KARIMGANJ,18-317-00192,18-317,281244.71875
RamkrishnaNagar,RK Nagar,,575,KARIMGANJ,18-317-00193,18-317,334348.8125
Algapur,Algapur,,156,HAILAKANDI,18-318-00194,18-318,121149.3125
Hailakandi,Hailakandi,y,161,HAILAKANDI,18-318-00195,18-318,170505.1875
Lala,Lala,,270,HAILAKANDI,18-318-00196,18-318,253757.234375
Katlichara,Katlicherra,,742,HAILAKANDI,18-318-00197,18-318,204419.875
Bongaigaon(Pt),"Bongaigaon
(Pt)",y,189,BONGAIGAON,18-319-00198,18-319,145226.875
Boitamari,Boitamari,,297,BONGAIGAON,18-319-00199,18-319,129816.8828125
Srijangram,Srijangram,,348,BONGAIGAON,18-319-00200,18-319,321618.28125
Sidli (Pt-II),Sidli (Pt-II),,85,BONGAIGAON,18-319-00201,18-319,57165.3671875
Manikpur,Manikpur,,169,BONGAIGAON,18-319-00202,18-319,133079.9375
Kokrajhar (Pt),Kokrajhar (Pt),,13,CHIRANG,18-320-00203,18-320,9309.181640625
Barnagar (Pt),Barnagar (Pt),,34,CHIRANG,18-320-00204,18-320,19741.76953125
Bengtal,Bengtal,,716,CHIRANG,18-320-00205,18-320,119385.2734375
Sidli (Pt),Sidli (Pt),,229,CHIRANG,18-320-00206,18-320,117873.8359375
Bijni (Pt),Bijni (Pt),,934,CHIRANG,18-320-00207,18-320,337220.0
Rangia(Pt),"Rangia
(Pt)",,186,KAMRUP,18-321-00208,18-321,187775.0625
Koya,Kayan,,54,KAMRUP,18-321-00209,18-321,53269.0625
Kamalpur,Kamalpur,,250,KAMRUP,18-321-00210,18-321,204723.640625
Hajo,Hajo,,413,KAMRUP,18-321-00211,18-321,72671.4375
Chhaygaon,Chhaygaon,,471,KAMRUP,18-321-00212,18-321,136174.28125
Goroimari,Goroimari,,177,KAMRUP,18-321-00213,18-321,187924.78125
Chamaria,Chamaria,,140,KAMRUP,18-321-00214,18-321,122399.078125
Nagarbera,Nagarbera,,115,KAMRUP,18-321-00215,18-321,107128.6953125
Boko,Boko,,514,KAMRUP,18-321-00216,18-321,95316.15625
NorthGuwahati,"North
Guwahati",,91,KAMRUP,18-321-00217,18-321,44758.234375
Jalah (Pt),Jalah (Pt),,56,KAMRUP,18-321-00218,18-321,49708.1015625
Guwahati,Guwahati,y,101,KAMRUP METRO,18-322-00219,18-322,564891.3125
Sonapur,Sonapur,,493,KAMRUP METRO,18-322-00220,18-322,188559.125
Chandrapur,Chandrapur,,125,KAMRUP METRO,18-322-00221,18-322,60144.0390625
Tihu(Pt),"Tihu
(Pt)",,95,NALBARI,18-323-00222,18-323,64764.67578125
PachimNalbari,Pachim Nalbari,,149,NALBARI,18-323-00223,18-323,111116.96875
Barkhetri,Barkhetri,,371,NALBARI,18-323-00224,18-323,247147.09375
Barbhag,Barbhag,,82,NALBARI,18-323-00225,18-323,138915.21875
Nalbari,Nalbari,y,128,NALBARI,18-323-00226,18-323,176848.765625
Banekuchi,Banekuchi,,61,NALBARI,18-323-00227,18-323,45564.76171875
Ghograpar (Pt),Ghograpar (Pt),,131,NALBARI,18-323-00228,18-323,157942.15625
Baganpara (Pt),Baganpara (Pt),,212,BAKSA,18-324-00260,18-324,75604.3984375
Baganpara (Pt),Baganpara (Pt),,19,NALBARI,18-323-00230,18-323,11240.279296875
Barnagar (Pt),Barnagar (Pt),,460,BAKSA,18-324-00231,18-324,166702.03125
Ghograpar (Pt),Ghograpar (Pt),,35,BAKSA,18-324-00232,18-324,38494.65625
Jalah (Pt),Jalah (Pt),,292,BAKSA,18-324-00233,18-324,104107.484375
Barama,Barama,,96,BAKSA,18-324-00234,18-324,80959.59375
Rangia (Pt),Rangia (Pt),,23,TAMULPUR,18-816-00235,18-816,6748.4599609375
Pathorighat (Pt),Pathorighat (Pt),,4,TAMULPUR,18-816-00236,18-816,6479.4248046875
Khoirabari (Pt),Khoirabari (Pt),,53,DARRANG,18-325-00237,18-325,16830.251953125
Pathorighat (Pt),Patharighat (Pt),,176,DARRANG,18-325-00238,18-325,85210.5625
Sipajhar,Sipajhar,,293,DARRANG,18-325-00239,18-325,141596.65625
Dhekiajuli (Pt),Dhekiajuli (Pt),,41,UDALGURI,18-326-00240,18-326,16010.896484375
Khoirabari (Pt),Khoirabari (Pt),,163,UDALGURI,18-326-00241,18-326,71037.1796875
Pathorighat (Pt),Pathorighat (Pt),,2,UDALGURI,18-326-00242,18-326,147.10379028320312
Mangaldoi (Pt),Mangaldoi (Pt),,6,UDALGURI,18-326-00243,18-326,2848.619140625
Dalgaon (Pt),Dalgaon (Pt),,63,UDALGURI,18-326-00244,18-326,65185.34765625
Harisinga,Harisinga,,626,UDALGURI,18-326-00245,18-326,252676.84375
Udalguri,Udalguri,y,569,UDALGURI,18-326-00246,18-326,255067.5
Mazbat,Mazbat,,325,UDALGURI,18-326-00247,18-326,128676.234375
Mahmora,Mahmora,,294,CHARAIDEO,18-755-00248,18-755,164672.21875
Biswanath,Biswanath,y,1042,BISWANATH,18-756-00249,18-756,391147.71875
Helem,Halem,,427,BISWANATH,18-756-00250,18-756,143761.5
Gohpur,Gohpur,,314,BISWANATH,18-756-00251,18-756,118163.4765625
Hojai,Hojai,y,265,HOJAI,18-757-00252,18-757,316295.21875
Doboka,Doboka,,318,HOJAI,18-757-00253,18-757,205924.59375
Lanka,Lanka,,873,HOJAI,18-757-00254,18-757,567312.25
Donka,Donkamokam,,3073,WEST KARBI ANGLONG,18-759-00255,18-759,356458.4375
South Salmara,South Salmara,,435,SOUTH SALMARA MANCACHAR,18-758-00256,18-758,172856.78125
Mankachar,Mankachar,,249,SOUTH SALMARA MANCACHAR,18-758-00257,18-758,348981.71875
Bajali (Pt),Bajali (Pt),,18,TAMULPUR,18-816-00258,18-816,15017.900390625
Goreswar (Pt),Goreswar (Pt),,283,TAMULPUR,18-816-00259,18-816,173207.453125
Tamulpur,Tamulpur,,549,TAMULPUR,18-816-00261,18-816,297341.46875
Baksa,Baska,,296,BAKSA,18-324-00262,18-324,167380.21875
Sarupeta (Pt),Sarupeta (Pt),,135,BAKSA,18-324-00263,18-324,78548.7109375
Barnagar (Pt),Barnagar (Pt),,207,BARPETA,18-303-00264,18-303,154763.9375
Sarupeta (Pt),Sarupeta (Pt),,262,BAJALI,18-799-00265,18-799,167635.25
Chenga,Chenga,,318,BARPETA,18-303-00266,18-303,252795.90625
North Guwahati (Pt),North Guwahati (Pt),,115,KAMRUP METRO,18-322-00267,18-322,516461.03125
Kalaigaon (Pt),Kalaigaon (Pt),,192,UDALGURI,18-326-00268,18-326,74230.5390625
Mangaldoi (Pt),Mangaldoi (Pt),y,440,DARRANG,18-325-00269,18-325,236794.109375
Dalgaon (Pt),Dalgaon (Pt),,649,DARRANG,18-325-00270,18-325,647723.9375
Mayong,Mayong,,486,MORIGAON,18-304-00271,18-304,275978.25
Palasbari,Palasbari,,393,KAMRUP,18-321-00272,18-321,218541.28125
Azara,Azara,,423,KAMRUP,18-321-00273,18-321,125263.921875
Gossaigaon (Pt),Gossaigaon (Pt),,77,DHUBRI,18-301-00274,18-301,23234.099609375
Jorhat West,Jorhat West,,364,JORHAT,18-312-00276,18-312,265067.1875
Jorhat East,Jorhat East,,195,JORHAT,18-312-00277,18-312,147039.171875
Sapekhati,Sapekhati,,394,CHARAIDEO,18-755-00278,18-755,129788.0625
Sonari,Sonari,y,385,CHARAIDEO,18-755-00279,18-755,198934.140625
Ujani Majuli,Ujani Majuli,,322,MAJULI,18-760-00280,18-760,61300.74609375
Majuli,Majuli,,648,MAJULI,18-760-00281,18-760,104209.4609375
Phuloni,Phuloni,,3303,KARBI ANGLONG,18-314-00275,18-314,288382.0625
