revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,sum_population
Dhakuakhana (Pt-I),Dhakuakhana (Pt-I),,462,LAKHIMPUR,18-307-00146,18-307,116130.9453125
Subansiri (Pt-I),Subansiri (Pt-I),,280,LAKHIMPUR,18-307-00147,18-307,101428.109375
Dhakuakhana (Pt-II),Dhakuakhana (Pt-II),,9,DHEMAJI,18-308-00148,18-308,3020.451171875
Subansiri (Pt-II),Subansiri (Pt-II),,155,DHEMAJI,18-308-00149,18-308,7184.8466796875
Dhemaji,Dhemaji,y,396,DHEMAJI,18-308-00150,18-308,139074.0625
Sissibargaon,Sissiborgaon,,746,DHEMAJI,18-308-00151,18-308,262493.6875
Jonai,Jonai,,853,DHEMAJI,18-308-00152,18-308,168762.1875
Gogamukh,Gogamukh,,324,DHEMAJI,18-308-00153,18-308,102139.5
Sadiya,Sadiya,,851,TINSUKIA,18-309-00154,18-309,102845.6484375
Doom Dooma,Doom Dooma,,937,TINSUKIA,18-309-00155,18-309,462246.8125
Tinsukia,Tinsukia,y,890,TINSUKIA,18-309-00156,18-309,436008.15625
Margherita,Margherita,,1132,TINSUKIA,18-309-00157,18-309,365289.71875
Dibrugarh West,Dibrugarh West,,723,DIBRUGARH,18-310-00158,18-310,188967.703125
Dibrugarh East,Dibrugarh East,,393,DIBRUGARH,18-310-00159,18-310,242665.984375
Chabua,Chabua,,658,DIBRUGARH,18-310-00160,18-310,173253.1875
Tengakhat,Tengakhat,,355,DIBRUGARH,18-310-00161,18-310,252956.734375
Moran,Moran,,395,DIBRUGARH,18-310-00162,18-310,180728.453125
Tingkhong,Tingkhong,,391,DIBRUGARH,18-310-00163,18-310,193491.71875
Naharkatiya,Naharkatia,,464,DIBRUGARH,18-310-00164,18-310,243475.859375
Dimow,Demow,,478,SIVASAGAR,18-311-00165,18-311,191821.3125
Sibsagar,Sivsagar,y,388,SIVASAGAR,18-311-00166,18-311,192146.125
Amguri,Amguri,,315,SIVASAGAR,18-311-00167,18-311,158406.609375
Nazira,Nazira,,386,SIVASAGAR,18-311-00168,18-311,232030.34375
Teok,Teok,,450,JORHAT,18-312-00169,18-312,154642.09375
Titabor,Titabor,,419,JORHAT,18-312-00170,18-312,273396.8125
Mariani,Mariani,,437,JORHAT,18-312-00171,18-312,154854.40625
Bokakhat,Bokakhat,,850,GOLAGHAT,18-313-00172,18-313,206075.671875
Khumtai,Khumtai,,473,GOLAGHAT,18-313-00173,18-313,112239.8515625
Dergaon,Dergaon,,323,GOLAGHAT,18-313-00174,18-313,153692.09375
Golaghat,Golaghat,y,658,GOLAGHAT,18-313-00175,18-313,401835.09375
Morangi,Morangi,,319,GOLAGHAT,18-313-00176,18-313,138003.453125
Sarupathar,Sarupathar,,900,GOLAGHAT,18-313-00177,18-313,259166.328125
Diphu,Diphu,y,2468,KARBI ANGLONG,18-314-00178,18-314,291736.78125
Silonijan,Silonijan,,1566,KARBI ANGLONG,18-314-00179,18-314,101992.5390625
Umrangso,Umrangso,,1460,DIMA HASAO,18-315-00180,18-315,99412.2265625
Haflong,Haflong,y,1024,DIMA HASAO,18-315-00181,18-315,70662.3125
Mahur,Mahur,,568,DIMA HASAO,18-315-00182,18-315,33875.11328125
Maibong,Maibong,,1832,DIMA HASAO,18-315-00183,18-315,73388.375
Katigora,Katigorah,,744,CACHAR,18-316-00184,18-316,316491.84375
Silchar,Silchar,y,838,CACHAR,18-316-00185,18-316,727540.875
Udarbond,Udharbond,,447,CACHAR,18-316-00186,18-316,176440.984375
Sonai,Sonai,,1000,CACHAR,18-316-00187,18-316,356208.5625
Lakhipur,Lakhipur,,754,CACHAR,18-316-00188,18-316,468339.65625
Karimganj,Karimganj,y,178,KARIMGANJ,18-317-00189,18-317,321231.78125
Badarpur,Badarpur,,134,KARIMGANJ,18-317-00190,18-317,158746.53125
Nilambazar,Nilambazar,,280,KARIMGANJ,18-317-00191,18-317,246671.34375
Patharkandi,Patherkandi,,672,KARIMGANJ,18-317-00192,18-317,279658.40625
RamkrishnaNagar,RK Nagar,,575,KARIMGANJ,18-317-00193,18-317,327630.5625
Algapur,Algapur,,156,HAILAKANDI,18-318-00194,18-318,119755.9453125
Hailakandi,Hailakandi,y,161,HAILAKANDI,18-318-00195,18-318,168637.796875
Lala,Lala,,270,HAILAKANDI,18-318-00196,18-318,245837.703125
Katlichara,Katlicherra,,742,HAILAKANDI,18-318-00197,18-318,203381.234375
Bongaigaon(Pt),"Bongaigaon
(Pt)",y,189,BONGAIGAON,18-319-00198,18-319,143864.015625
Boitamari,Boitamari,,297,BONGAIGAON,18-319-00199,18-319,128980.1796875
Srijangram,Srijangram,,348,BONGAIGAON,18-319-00200,18-319,315111.1875
Sidli (Pt-II),Sidli (Pt-II),,85,BONGAIGAON,18-319-00201,18-319,57203.59765625
Manikpur,Manikpur,,169,BONGAIGAON,18-319-00202,18-319,136230.421875
Kokrajhar (Pt),Kokrajhar (Pt),,13,CHIRANG,18-320-00203,18-320,10558.8701171875
Barnagar (Pt),Barnagar (Pt),,34,CHIRANG,18-320-00204,18-320,19721.22265625
Bengtal,Bengtal,,716,CHIRANG,18-320-00205,18-320,118642.09375
Sidli (Pt),Sidli (Pt),,229,CHIRANG,18-320-00206,18-320,113887.4921875
Bijni (Pt),Bijni (Pt),,934,CHIRANG,18-320-00207,18-320,333923.65625
Rangia(Pt),"Rangia
(Pt)",,186,KAMRUP,18-321-00208,18-321,189693.09375
Koya,Kayan,,54,KAMRUP,18-321-00209,18-321,53235.50390625
Kamalpur,Kamalpur,,250,KAMRUP,18-321-00210,18-321,202565.90625
Hajo,Hajo,,413,KAMRUP,18-321-00211,18-321,72546.09375
Chhaygaon,Chhaygaon,,471,KAMRUP,18-321-00212,18-321,135585.921875
Goroimari,Goroimari,,177,KAMRUP,18-321-00213,18-321,185186.5625
Chamaria,Chamaria,,140,KAMRUP,18-321-00214,18-321,121436.875
Nagarbera,Nagarbera,,115,KAMRUP,18-321-00215,18-321,103732.34375
Boko,Boko,,514,KAMRUP,18-321-00216,18-321,96745.5859375
NorthGuwahati,"North
Guwahati",,91,KAMRUP,18-321-00217,18-321,42532.69140625
Jalah (Pt),Jalah (Pt),,56,KAMRUP,18-321-00218,18-321,47681.28125
Guwahati,Guwahati,y,101,KAMRUP METRO,18-322-00219,18-322,570991.8125
Sonapur,Sonapur,,493,KAMRUP METRO,18-322-00220,18-322,185109.984375
Chandrapur,Chandrapur,,125,KAMRUP METRO,18-322-00221,18-322,58092.1640625
Tihu(Pt),"Tihu
(Pt)",,95,NALBARI,18-323-00222,18-323,66139.78125
PachimNalbari,Pachim Nalbari,,149,NALBARI,18-323-00223,18-323,108426.5703125
Barkhetri,Barkhetri,,371,NALBARI,18-323-00224,18-323,245982.90625
Barbhag,Barbhag,,82,NALBARI,18-323-00225,18-323,134357.578125
Nalbari,Nalbari,y,128,NALBARI,18-323-00226,18-323,184152.4375
Banekuchi,Banekuchi,,61,NALBARI,18-323-00227,18-323,44740.6875
Ghograpar (Pt),Ghograpar (Pt),,131,NALBARI,18-323-00228,18-323,153798.984375
Baganpara (Pt),Baganpara (Pt),,212,BAKSA,18-324-00260,18-324,74640.2421875
Baganpara (Pt),Baganpara (Pt),,19,NALBARI,18-323-00230,18-323,11533.08984375
Barnagar (Pt),Barnagar (Pt),,460,BAKSA,18-324-00231,18-324,158661.75
Ghograpar (Pt),Ghograpar (Pt),,35,BAKSA,18-324-00232,18-324,37709.20703125
Jalah (Pt),Jalah (Pt),,292,BAKSA,18-324-00233,18-324,102508.3203125
Barama,Barama,,96,BAKSA,18-324-00234,18-324,80440.484375
Rangia (Pt),Rangia (Pt),,23,TAMULPUR,18-816-00235,18-816,6778.419921875
Pathorighat (Pt),Pathorighat (Pt),,4,TAMULPUR,18-816-00236,18-816,6844.58154296875
Khoirabari (Pt),Khoirabari (Pt),,53,DARRANG,18-325-00237,18-325,16576.109375
Pathorighat (Pt),Patharighat (Pt),,176,DARRANG,18-325-00238,18-325,89326.4296875
Sipajhar,Sipajhar,,293,DARRANG,18-325-00239,18-325,139044.03125
Dhekiajuli (Pt),Dhekiajuli (Pt),,41,UDALGURI,18-326-00240,18-326,16187.306640625
Khoirabari (Pt),Khoirabari (Pt),,163,UDALGURI,18-326-00241,18-326,71191.8359375
Pathorighat (Pt),Pathorighat (Pt),,2,UDALGURI,18-326-00242,18-326,138.43218994140625
Mangaldoi (Pt),Mangaldoi (Pt),,6,UDALGURI,18-326-00243,18-326,2755.86328125
Dalgaon (Pt),Dalgaon (Pt),,63,UDALGURI,18-326-00244,18-326,66152.53125
Harisinga,Harisinga,,626,UDALGURI,18-326-00245,18-326,252692.765625
Udalguri,Udalguri,y,569,UDALGURI,18-326-00246,18-326,253174.53125
Mazbat,Mazbat,,325,UDALGURI,18-326-00247,18-326,129577.2734375
Mahmora,Mahmora,,294,CHARAIDEO,18-755-00248,18-755,163442.875
Biswanath,Biswanath,y,1042,BISWANATH,18-756-00249,18-756,390101.96875
Helem,Halem,,427,BISWANATH,18-756-00250,18-756,144872.828125
Gohpur,Gohpur,,314,BISWANATH,18-756-00251,18-756,119190.6640625
Hojai,Hojai,y,265,HOJAI,18-757-00252,18-757,310935.09375
Doboka,Doboka,,318,HOJAI,18-757-00253,18-757,202174.265625
Lanka,Lanka,,873,HOJAI,18-757-00254,18-757,557489.375
Donka,Donkamokam,,3073,WEST KARBI ANGLONG,18-759-00255,18-759,351509.28125
South Salmara,South Salmara,,435,SOUTH SALMARA MANCACHAR,18-758-00256,18-758,164167.8125
Mankachar,Mankachar,,249,SOUTH SALMARA MANCACHAR,18-758-00257,18-758,347566.03125
Bajali (Pt),Bajali (Pt),,18,TAMULPUR,18-816-00258,18-816,14743.435546875
Goreswar (Pt),Goreswar (Pt),,283,TAMULPUR,18-816-00259,18-816,171449.609375
Tamulpur,Tamulpur,,549,TAMULPUR,18-816-00261,18-816,297599.0
Baksa,Baska,,296,BAKSA,18-324-00262,18-324,167272.359375
Sarupeta (Pt),Sarupeta (Pt),,135,BAKSA,18-324-00263,18-324,76914.2734375
Barnagar (Pt),Barnagar (Pt),,207,BARPETA,18-303-00264,18-303,149418.78125
Sarupeta (Pt),Sarupeta (Pt),,262,BAJALI,18-799-00265,18-799,175330.296875
Chenga,Chenga,,318,BARPETA,18-303-00266,18-303,253470.953125
North Guwahati (Pt),North Guwahati (Pt),,115,KAMRUP METRO,18-322-00267,18-322,509230.40625
Kalaigaon (Pt),Kalaigaon (Pt),,192,UDALGURI,18-326-00268,18-326,78686.421875
Mangaldoi (Pt),Mangaldoi (Pt),y,440,DARRANG,18-325-00269,18-325,230957.46875
Dalgaon (Pt),Dalgaon (Pt),,649,DARRANG,18-325-00270,18-325,633329.6875
Mayong,Mayong,,486,MORIGAON,18-304-00271,18-304,272023.96875
Palasbari,Palasbari,,393,KAMRUP,18-321-00272,18-321,218045.0
Azara,Azara,,423,KAMRUP,18-321-00273,18-321,123346.6875
Gossaigaon (Pt),Gossaigaon (Pt),,77,DHUBRI,18-301-00274,18-301,24027.158203125
Jorhat West,Jorhat West,,364,JORHAT,18-312-00276,18-312,262185.5
Jorhat East,Jorhat East,,195,JORHAT,18-312-00277,18-312,149096.390625
Sapekhati,Sapekhati,,394,CHARAIDEO,18-755-00278,18-755,126359.984375
Sonari,Sonari,y,385,CHARAIDEO,18-755-00279,18-755,204337.1875
Ujani Majuli,Ujani Majuli,,322,MAJULI,18-760-00280,18-760,62847.078125
Majuli,Majuli,,648,MAJULI,18-760-00281,18-760,109309.5078125
Phuloni,Phuloni,,3303,KARBI ANGLONG,18-314-00275,18-314,292673.5625
