revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,sum_population
Dhakuakhana (Pt-II),Dhakuakhana (Pt-II),,9,DHEMAJI,18-308-00148,18-308,2967.440185546875
Subansiri (Pt-II),Subansiri (Pt-II),,155,DHEMAJI,18-308-00149,18-308,7215.54638671875
Dhemaji,Dhemaji,y,396,DHEMAJI,18-308-00150,18-308,135387.890625
Sissibargaon,Sissiborgaon,,746,DHEMAJI,18-308-00151,18-308,257477.828125
Jonai,Jonai,,853,DHEMAJI,18-308-00152,18-308,164963.484375
Gogamukh,Gogamukh,,324,DHEMAJI,18-308-00153,18-308,99923.5390625
Sadiya,Sadiya,,851,TINSUKIA,18-309-00154,18-309,101409.96875
Doom Dooma,Doom Dooma,,937,TINSUKIA,18-309-00155,18-309,456742.40625
Tinsukia,Tinsukia,y,890,TINSUKIA,18-309-00156,18-309,431289.5625
Margherita,Margherita,,1132,TINSUKIA,18-309-00157,18-309,355326.28125
Dibrugarh West,Dibrugarh West,,723,DIBRUGARH,18-310-00158,18-310,186763.046875
Dibrugarh East,Dibrugarh East,,393,DIBRUGARH,18-310-00159,18-310,239459.953125
Chabua,Chabua,,658,DIBRUGARH,18-310-00160,18-310,169880.765625
Tengakhat,Tengakhat,,355,DIBRUGARH,18-310-00161,18-310,252004.421875
Moran,Moran,,395,DIBRUGARH,18-310-00162,18-310,179360.25
Tingkhong,Tingkhong,,391,DIBRUGARH,18-310-00163,18-310,192287.8125
Naharkatiya,Naharkatia,,464,DIBRUGARH,18-310-00164,18-310,241661.953125
Dimow,Demow,,478,SIVASAGAR,18-311-00165,18-311,190778.546875
Sibsagar,Sivsagar,y,388,SIVASAGAR,18-311-00166,18-311,191158.4375
Amguri,Amguri,,315,SIVASAGAR,18-311-00167,18-311,154670.328125
Nazira,Nazira,,386,SIVASAGAR,18-311-00168,18-311,235043.390625
Teok,Teok,,450,JORHAT,18-312-00169,18-312,153106.140625
Titabor,Titabor,,419,JORHAT,18-312-00170,18-312,270904.34375
Mariani,Mariani,,437,JORHAT,18-312-00171,18-312,155435.4375
Bokakhat,Bokakhat,,850,GOLAGHAT,18-313-00172,18-313,202391.9375
Khumtai,Khumtai,,473,GOLAGHAT,18-313-00173,18-313,110134.734375
Dergaon,Dergaon,,323,GOLAGHAT,18-313-00174,18-313,152615.828125
Golaghat,Golaghat,y,658,GOLAGHAT,18-313-00175,18-313,399183.0625
Morangi,Morangi,,319,GOLAGHAT,18-313-00176,18-313,135910.421875
Sarupathar,Sarupathar,,900,GOLAGHAT,18-313-00177,18-313,256584.59375
Diphu,Diphu,y,2468,KARBI ANGLONG,18-314-00178,18-314,281068.4375
Silonijan,Silonijan,,1566,KARBI ANGLONG,18-314-00179,18-314,100530.2578125
Umrangso,Umrangso,,1460,DIMA HASAO,18-315-00180,18-315,97765.90625
Haflong,Haflong,y,1024,DIMA HASAO,18-315-00181,18-315,69427.5546875
Mahur,Mahur,,568,DIMA HASAO,18-315-00182,18-315,33387.015625
Maibong,Maibong,,1832,DIMA HASAO,18-315-00183,18-315,72528.5546875
Katigora,Katigorah,,744,CACHAR,18-316-00184,18-316,309721.875
Silchar,Silchar,y,838,CACHAR,18-316-00185,18-316,709029.9375
Udarbond,Udharbond,,447,CACHAR,18-316-00186,18-316,172119.046875
Sonai,Sonai,,1000,CACHAR,18-316-00187,18-316,347163.65625
Lakhipur,Lakhipur,,754,CACHAR,18-316-00188,18-316,458289.34375
Karimganj,Karimganj,y,178,KARIMGANJ,18-317-00189,18-317,312758.0
Badarpur,Badarpur,,134,KARIMGANJ,18-317-00190,18-317,154513.1875
Nilambazar,Nilambazar,,280,KARIMGANJ,18-317-00191,18-317,242205.46875
Patharkandi,Patherkandi,,672,KARIMGANJ,18-317-00192,18-317,270804.53125
RamkrishnaNagar,RK Nagar,,575,KARIMGANJ,18-317-00193,18-317,320129.375
Algapur,Algapur,,156,HAILAKANDI,18-318-00194,18-318,116266.6328125
Hailakandi,Hailakandi,y,161,HAILAKANDI,18-318-00195,18-318,163865.125
Lala,Lala,,270,HAILAKANDI,18-318-00196,18-318,242366.296875
Katlichara,Katlicherra,,742,HAILAKANDI,18-318-00197,18-318,197763.296875
Bongaigaon(Pt),"Bongaigaon
(Pt)",y,189,BONGAIGAON,18-319-00198,18-319,142046.90625
Boitamari,Boitamari,,297,BONGAIGAON,18-319-00199,18-319,125528.4453125
Srijangram,Srijangram,,348,BONGAIGAON,18-319-00200,18-319,307343.1875
Sidli (Pt-II),Sidli (Pt-II),,85,BONGAIGAON,18-319-00201,18-319,56630.14453125
Manikpur,Manikpur,,169,BONGAIGAON,18-319-00202,18-319,130531.78125
Kokrajhar (Pt),Kokrajhar (Pt),,13,CHIRANG,18-320-00203,18-320,10147.181640625
Barnagar (Pt),Barnagar (Pt),,34,CHIRANG,18-320-00204,18-320,19345.48046875
Bengtal,Bengtal,,716,CHIRANG,18-320-00205,18-320,116111.8515625
Sidli (Pt),Sidli (Pt),,229,CHIRANG,18-320-00206,18-320,115342.5
Bijni (Pt),Bijni (Pt),,934,CHIRANG,18-320-00207,18-320,331580.375
Rangia(Pt),"Rangia
(Pt)",,186,KAMRUP,18-321-00208,18-321,185750.78125
Koya,Kayan,,54,KAMRUP,18-321-00209,18-321,53348.62109375
Kamalpur,Kamalpur,,250,KAMRUP,18-321-00210,18-321,199657.9375
Hajo,Hajo,,413,KAMRUP,18-321-00211,18-321,72234.2265625
Chhaygaon,Chhaygaon,,471,KAMRUP,18-321-00212,18-321,133329.8125
Goroimari,Goroimari,,177,KAMRUP,18-321-00213,18-321,182650.140625
Chamaria,Chamaria,,140,KAMRUP,18-321-00214,18-321,119838.2890625
Nagarbera,Nagarbera,,115,KAMRUP,18-321-00215,18-321,102983.515625
Boko,Boko,,514,KAMRUP,18-321-00216,18-321,94633.828125
NorthGuwahati,"North
Guwahati",,91,KAMRUP,18-321-00217,18-321,42635.046875
Jalah (Pt),Jalah (Pt),,56,KAMRUP,18-321-00218,18-321,46985.515625
Guwahati,Guwahati,y,101,KAMRUP METRO,18-322-00219,18-322,549512.625
Sonapur,Sonapur,,493,KAMRUP METRO,18-322-00220,18-322,182539.8125
Chandrapur,Chandrapur,,125,KAMRUP METRO,18-322-00221,18-322,57729.48046875
Tihu(Pt),"Tihu
(Pt)",,95,NALBARI,18-323-00222,18-323,63859.7421875
PachimNalbari,Pachim Nalbari,,149,NALBARI,18-323-00223,18-323,108482.7109375
Barkhetri,Barkhetri,,371,NALBARI,18-323-00224,18-323,243532.375
Barbhag,Barbhag,,82,NALBARI,18-323-00225,18-323,135044.65625
Nalbari,Nalbari,y,128,NALBARI,18-323-00226,18-323,181301.546875
Banekuchi,Banekuchi,,61,NALBARI,18-323-00227,18-323,44434.4296875
Ghograpar (Pt),Ghograpar (Pt),,131,NALBARI,18-323-00228,18-323,149136.5625
Baganpara (Pt),Baganpara (Pt),,212,BAKSA,18-324-00260,18-324,74196.5703125
Baganpara (Pt),Baganpara (Pt),,19,NALBARI,18-323-00230,18-323,11383.314453125
Barnagar (Pt),Barnagar (Pt),,460,BAKSA,18-324-00231,18-324,157775.390625
Ghograpar (Pt),Ghograpar (Pt),,35,BAKSA,18-324-00232,18-324,37498.62109375
Jalah (Pt),Jalah (Pt),,292,BAKSA,18-324-00233,18-324,102253.046875
Barama,Barama,,96,BAKSA,18-324-00234,18-324,80492.8203125
Rangia (Pt),Rangia (Pt),,23,TAMULPUR,18-816-00235,18-816,6952.78271484375
Pathorighat (Pt),Pathorighat (Pt),,4,TAMULPUR,18-816-00236,18-816,6705.5771484375
Khoirabari (Pt),Khoirabari (Pt),,53,DARRANG,18-325-00237,18-325,16208.220703125
Pathorighat (Pt),Patharighat (Pt),,176,DARRANG,18-325-00238,18-325,87152.9765625
Sipajhar,Sipajhar,,293,DARRANG,18-325-00239,18-325,135492.9375
Dhekiajuli (Pt),Dhekiajuli (Pt),,41,UDALGURI,18-326-00240,18-326,16089.9208984375
Khoirabari (Pt),Khoirabari (Pt),,163,UDALGURI,18-326-00241,18-326,70456.1640625
Pathorighat (Pt),Pathorighat (Pt),,2,UDALGURI,18-326-00242,18-326,141.48272705078125
Mangaldoi (Pt),Mangaldoi (Pt),,6,UDALGURI,18-326-00243,18-326,2704.833251953125
Dalgaon (Pt),Dalgaon (Pt),,63,UDALGURI,18-326-00244,18-326,66208.375
Harisinga,Harisinga,,626,UDALGURI,18-326-00245,18-326,250680.125
Udalguri,Udalguri,y,569,UDALGURI,18-326-00246,18-326,252073.015625
Mazbat,Mazbat,,325,UDALGURI,18-326-00247,18-326,128110.4453125
Mahmora,Mahmora,,294,CHARAIDEO,18-755-00248,18-755,162491.625
Biswanath,Biswanath,y,1042,BISWANATH,18-756-00249,18-756,384123.0
Helem,Halem,,427,BISWANATH,18-756-00250,18-756,142836.21875
Gohpur,Gohpur,,314,BISWANATH,18-756-00251,18-756,117800.03125
Hojai,Hojai,y,265,HOJAI,18-757-00252,18-757,303114.875
Doboka,Doboka,,318,HOJAI,18-757-00253,18-757,196983.46875
Lanka,Lanka,,873,HOJAI,18-757-00254,18-757,546077.4375
Donka,Donkamokam,,3073,WEST KARBI ANGLONG,18-759-00255,18-759,342921.21875
South Salmara,South Salmara,,435,SOUTH SALMARA MANCACHAR,18-758-00256,18-758,159579.671875
Mankachar,Mankachar,,249,SOUTH SALMARA MANCACHAR,18-758-00257,18-758,335889.09375
Bajali (Pt),Bajali (Pt),,18,TAMULPUR,18-816-00258,18-816,14760.5859375
Goreswar (Pt),Goreswar (Pt),,283,TAMULPUR,18-816-00259,18-816,170437.84375
Tamulpur,Tamulpur,,549,TAMULPUR,18-816-00261,18-816,295884.03125
Baksa,Baska,,296,BAKSA,18-324-00262,18-324,165281.3125
Sarupeta (Pt),Sarupeta (Pt),,135,BAKSA,18-324-00263,18-324,77780.421875
Barnagar (Pt),Barnagar (Pt),,207,BARPETA,18-303-00264,18-303,147546.328125
Sarupeta (Pt),Sarupeta (Pt),,262,BAJALI,18-799-00265,18-799,166662.328125
Chenga,Chenga,,318,BARPETA,18-303-00266,18-303,242660.8125
North Guwahati (Pt),North Guwahati (Pt),,115,KAMRUP METRO,18-322-00267,18-322,500199.125
Kalaigaon (Pt),Kalaigaon (Pt),,192,UDALGURI,18-326-00268,18-326,77210.828125
Mangaldoi (Pt),Mangaldoi (Pt),y,440,DARRANG,18-325-00269,18-325,222952.65625
Dalgaon (Pt),Dalgaon (Pt),,649,DARRANG,18-325-00270,18-325,620746.125
Mayong,Mayong,,486,MORIGAON,18-304-00271,18-304,264908.625
Palasbari,Palasbari,,393,KAMRUP,18-321-00272,18-321,213412.625
Azara,Azara,,423,KAMRUP,18-321-00273,18-321,121343.703125
Gossaigaon (Pt),Gossaigaon (Pt),,77,DHUBRI,18-301-00274,18-301,22839.1015625
Jorhat West,Jorhat West,,364,JORHAT,18-312-00276,18-312,263035.65625
Jorhat East,Jorhat East,,195,JORHAT,18-312-00277,18-312,147118.84375
Sapekhati,Sapekhati,,394,CHARAIDEO,18-755-00278,18-755,125410.8828125
Sonari,Sonari,y,385,CHARAIDEO,18-755-00279,18-755,202736.6875
Ujani Majuli,Ujani Majuli,,322,MAJULI,18-760-00280,18-760,62864.5390625
Majuli,Majuli,,648,MAJULI,18-760-00281,18-760,104574.078125
Phuloni,Phuloni,,3303,KARBI ANGLONG,18-314-00275,18-314,285020.25
