revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,sum_population
Goreswar (Pt),Goreswar (Pt),,283,TAMULPUR,18-816-00259,18-816,169962.578125
Tamulpur,Tamulpur,,549,TAMULPUR,18-816-00261,18-816,294957.3125
Baksa,Baska,,296,BAKSA,18-324-00262,18-324,164148.578125
Sarupeta (Pt),Sarupeta (Pt),,135,BAKSA,18-324-00263,18-324,74887.28125
Barnagar (Pt),Barnagar (Pt),,207,BARPETA,18-303-00264,18-303,145106.1875
Sarupeta (Pt),Sarupeta (Pt),,262,BAJALI,18-799-00265,18-799,170954.234375
Chenga,Chenga,,318,BARPETA,18-303-00266,18-303,243293.96875
North Guwahati (Pt),North Guwahati (Pt),,115,KAMRUP METRO,18-322-00267,18-322,490215.90625
Kalaigaon (Pt),Kalaigaon (Pt),,192,UDALGURI,18-326-00268,18-326,78291.6875
Mangaldoi (Pt),Mangaldoi (Pt),y,440,DARRANG,18-325-00269,18-325,221753.453125
Dalgaon (Pt),Dalgaon (Pt),,649,DARRANG,18-325-00270,18-325,609708.125
Mayong,Mayong,,486,MORIGAON,18-304-00271,18-304,260878.875
Palasbari,Palasbari,,393,KAMRUP,18-321-00272,18-321,212871.109375
Azara,Azara,,423,KAMRUP,18-321-00273,18-321,120835.734375
Gossaigaon (Pt),Gossaigaon (Pt),,77,DHUBRI,18-301-00274,18-301,22910.6875
Jorhat West,Jorhat West,,364,JORHAT,18-312-00276,18-312,260340.046875
Jorhat East,Jorhat East,,195,JORHAT,18-312-00277,18-312,149091.53125
Sapekhati,Sapekhati,,394,CHARAIDEO,18-755-00278,18-755,125373.2890625
Sonari,Sonari,y,385,CHARAIDEO,18-755-00279,18-755,202663.296875
Ujani Majuli,Ujani Majuli,,322,MAJULI,18-760-00280,18-760,65065.6328125
Majuli,Majuli,,648,MAJULI,18-760-00281,18-760,106915.4453125
Phuloni,Phuloni,,3303,KARBI ANGLONG,18-314-00275,18-314,284932.1875
