source,name,designation,department
47th_sec_meeting_10.12.2022,R.K. Gowsami,Dy Chief Engineer,Water Resources
47th_sec_meeting_10.12.2022,Kamal Kalita,Station Officer,"F&ES, Assam"
48_sec_meeting_29.03.2023_0,"Paban Kumar Borthakur, IAS",Chief Secretary,Govt. of Assam
48_sec_meeting_29.03.2023_0,"S. Abbasi, IAS",Additional Chief Secretary,Govt. of Assam
48_sec_meeting_29.03.2023_0,"S N Singh, IPS","Special DGP & Director, F & ES",Govt. of Assam
48_sec_meeting_29.03.2023_0,"Harmeet Singh, IPS",Special DGP,Govt. of Assam
48_sec_meeting_29.03.2023_0,"Manish Thakur, IAS",Principal Secretary to the Govt.,of Assam
48_sec_meeting_29.03.2023_0,"Gyanendra Dev Tripathi, IAS",CEO,ASDMA
48_sec_meeting_29.03.2023_0,"Dr. OM Prakash, IAS",MD,SSA
48_sec_meeting_29.03.2023_0,"Narsing Pawar, IAS",Secretary,Finance Department
48_sec_meeting_29.03.2023_0,"Narayan Konwar, IAS",Secretary,Education
48_sec_meeting_29.03.2023_0,"Dr. K Kumari, IAS",Secretary,Revenue & DM
48_sec_meeting_29.03.2023_0,A.D. Barua,Secretary,F CS & CA Department
48_sec_meeting_29.03.2023_0,Varshaty Das,Secretary,Soil Conservation
48_sec_meeting_29.03.2023_0,Pushpanjali Das,Secretary,P & RD Department
48_sec_meeting_29.03.2023_0,B. Sharma,Secretary,H & FW Department
48_sec_meeting_29.03.2023_0,Dipima B malakar,Secretary,T & D Department
48_sec_meeting_29.03.2023_0,"P,K Khaund",Secretary,Irrigation
48_sec_meeting_29.03.2023_0,S. Baruah,Secretary,HAD
48_sec_meeting_29.03.2023_0,D.K. Borah,Secretary,HTSS Department
48_sec_meeting_29.03.2023_0,M. Chetia,Addl. Secretary,Finance Department
48_sec_meeting_29.03.2023_0,S.R. Bardhan,Secretary,Agriculture
48_sec_meeting_29.03.2023_0,"S,K. Gogoi",Joint Secretary,Revenue & DM
48_sec_meeting_29.03.2023_0,A. Baruah,Chief Engineer,Irrigation
48_sec_meeting_29.03.2023_0,Sanjiv Shyam,Chief Engineer,PWD
48_sec_meeting_29.03.2023_0,Debajit Bhuyan,Special Secretary,Water Resources
48_sec_meeting_29.03.2023_0,Hiren Das,Dy. Secretary,PW (B & NH) Department
48_sec_meeting_29.03.2023_0,D. Daurah,Chief Engineer,Public Health Engineering
48_sec_meeting_29.03.2023_0,Papul Saikia,AEE,Water Resources
48_sec_meeting_29.03.2023_0,A. Narzari,SP (Co),AISG
48_sec_meeting_29.03.2023_0,Hemanga Talukdar,JSO,"CD & HG, Assam"
48_sec_meeting_29.03.2023_0,S.C Das,AHGS,"CD & HG, Assam"
48_sec_meeting_29.03.2023_0,Deep Pegu,ACE (EAP),Water Resources
48_sec_meeting_29.03.2023_0,Nagendra Karmakar,ACE,Water Resources
48_sec_meeting_29.03.2023_0,Bijoy Sarma,Under Secretary,Water Resources
49th_sec_meeting_07_09_2023_0,Shri Paban Kumar Borthakur,Chief Secretary,Assam
49th_sec_meeting_07_09_2023_0,Shri Syedain Abbasi,Addl. Chief Secretary,Water Resources
49th_sec_meeting_07_09_2023_0,Shri Ravi Shankar Prasad,Add. Chief Secretary,Soil Conservation
49th_sec_meeting_07_09_2023_0,Gyanendra Pratap Singh,Director General of Police (DGP),Assam
49th_sec_meeting_07_09_2023_0,S N Singh,Director,Fire & Emergency Services
49th_sec_meeting_07_09_2023_0,Gyanendra Dev Tripathi,"Principal Secretary, R & DM Dept. & CEO",ASDMA
49th_sec_meeting_07_09_2023_0,Dr. Om Prakash,Mission Director,SSA
49th_sec_meeting_07_09_2023_0,P. Saikia,DP (I),Assam
49th_sec_meeting_07_09_2023_0,Anant Lal Gyani,"Secretary, R & DM Dept. & Addl. CEO",ASDMA
49th_sec_meeting_07_09_2023_0,Karuna Kumari,Secretary,R & DM Dept.
49th_sec_meeting_07_09_2023_0,Varshaty Das,Secretary,Soil Conservation
49th_sec_meeting_07_09_2023_0,Shri Pabitra Ram Khaund,Secretary,Irrigation
49th_sec_meeting_07_09_2023_0,Malavika Choudhury,Secretary,Finance
49th_sec_meeting_07_09_2023_0,Deba Kr. Kalita,Secretary,Women and Child Development
49th_sec_meeting_07_09_2023_0,Dilip Kr. Borah,Secretary,"Handloom, Textiles & Sericulture Department"
49th_sec_meeting_07_09_2023_0,Barnali Sharma,Secretary,Health & Family Welfare
49th_sec_meeting_07_09_2023_0,Anil Ch. Deori,Secretary,Animal Husbandry & Veterinary
49th_sec_meeting_07_09_2023_0,Kavyashree Mahanta,Secretary,Fishery
49th_sec_meeting_07_09_2023_0,"Smt. Dipshikha Dey, ACS",Addl. Secretary,Agriculture
49th_sec_meeting_07_09_2023_0,"Shri Shyamal Kshetra Gogoi, ACS",Joint Secretary,R & DM Dept.
49th_sec_meeting_07_09_2023_0,Kishor Kr. Talukdar,Joint Secretary,PWD
49th_sec_meeting_07_09_2023_0,"Dulal Debnath, ACS",Joint Secretary,Power
49th_sec_meeting_07_09_2023_0,Debajit Bhuyan,Special Secretary,Water Resources
49th_sec_meeting_07_09_2023_0,"Aditi Barman, ACS",Deputy Secretary,Education
49th_sec_meeting_07_09_2023_0,Shri Bipul Bhattacharyya,Deputy Secretary,Water Resources
49th_sec_meeting_07_09_2023_0,P K Tumung,Chief Engineer (QC),Water Resources
49th_sec_meeting_07_09_2023_0,A.M Chowdhury,Addl. Chief Engineer,Water Resources
49th_sec_meeting_07_09_2023_0,Manas Pratim Borgohain,Addl. Chief Engineer,Public Health Engineering
49th_sec_meeting_07_09_2023_0,"N. Anand, IFS",Chief Conservator of Forests,Forest
49th_sec_meeting_07_09_2023_0,Sudip Mitra,Head,"Centre for Disaster Management & Research (CDMR), IITG"
49th_sec_meeting_07_09_2023_0,Arunasis Chakraborty,Professor,IITG
49th_sec_meeting_07_09_2023_0,Sandip Das,Associate Professor,IITG
49th_sec_meeting_07_09_2023_0,S. C. Das,Sr. Staff Officer,"HG, CD & HG, Assam"
49th_sec_meeting_07_09_2023_0,Dr. M. K. Choudhury,ED,Health & Family Welfare
51th_sec_meeting_0,"Dr. Ravi Kota, IAS",Chief Secretary,Assam
51th_sec_meeting_0,"GP Singh, IPS",DGP,Assam
51th_sec_meeting_0,"Dr JB Ekka, IAS",Addl CS P& RD,
51th_sec_meeting_0,"Harmeet Singh, IPS",DGCD/Director F & ES,
51th_sec_meeting_0,"G D Tripathi, IAS",Principal Secy. R & DM,
51th_sec_meeting_0,"Kavitha Padmanabhan, IAS",Commissioner & Secretary,DoHUA
51th_sec_meeting_0,"Dr. K Kumari, IAS",Secretary,R&DM Deptt.
51th_sec_meeting_0,"Meenakshi Das Nath, ACS",Secy Rev & Addl CEO,ASDMA
51th_sec_meeting_0,Bidit Das,"Joint Secy, Environvent & Forest",
51th_sec_meeting_0,Dr. Cauvery B Sharma,"Addl. Secy, Soil Conservation",
51th_sec_meeting_0,Dipak Kr. Bora,"Jt. Secy, Soil Conservation",
51th_sec_meeting_0,Paban Terang,"Secy, PWD (Roads)",
51th_sec_meeting_0,Jayanta Goswami,"Jt. Secy, PW D (B& NH)",
51th_sec_meeting_0,Nabajit Deori,Dy. Director,Archaeology
51th_sec_meeting_0,P.R Khaund,Secy,Water Resources
51th_sec_meeting_0,Bhaskar J Sarmah,Chief Engineer,Water Resources
51th_sec_meeting_0,FM Siddique,Chief Engineer,Irrigation
51th_sec_meeting_0,Dr. Diganta Barman,Head,WR Division NESAC
51th_sec_meeting_0,Indrajit Phukan,"SE (PHE), o/o the CE (PHE)",
51th_sec_meeting_0,Bibha Medak,"Jt. Secy, Deptt. Of School Education",
51th_sec_meeting_0,Ratan Daimari,Deputy Secretary,Power
51th_sec_meeting_0,Arunasis Chakraborty,Professor & HEAD CDMR IITG,
51th_sec_meeting_0,Sandip Das,Associate,HEAD CDMR IITG
51th_sec_meeting_0,Sanjib Kr Bhatacharya,N.O (DM) Irrigation,
51th_sec_meeting_0,K Mahanta,Secretary,Fishery
51th_sec_meeting_0,Poorvi Nath,DGM,Power
51th_sec_meeting_0,Dr. Prabitra Patar,,
51th_sec_meeting_0,Sanjoy Dutta,Add Secy Education & EDSSL,
51th_sec_meeting_0,Tripurendra Patar,Add Secy Agriculture Deptt,
51th_sec_meeting_0,Ghanshyam Das,Secretary,Power
51th_sec_meeting_0,Dilip kr Borah,Secretary,Finance Handloom Textile
51th_sec_meeting_0,Deba Kumar Kalita,Secretary,WCD
51th_sec_meeting_0,Jadav Saikia,Secretary,Personal Deptt.
51th_sec_meeting_0,Ripunjoy Kakati,AIGP,
51th_sec_meeting_0,Biraj Das,SP(),Assam Police
51th_sec_meeting_0,Dr. Sadique Ali Ahmed,SP,Fire & Emergency Services
51th_sec_meeting_0,Prasanta Baruah,MS,Cultural Affairs Dept
51th_sec_meeting_0,M N Dahal,Commissioner,GMC
51th_sec_meeting_0,Anbamuthan MP,CEO,GMDA
51th_sec_meeting_0,Sudip Kr. Roy,AEE (EDRT),Water Resources
51th_sec_meeting_0,Abhoy Kr. Deka,AEE,Golaghat Sarupathar
51th_sec_meeting_0,FM Siddique,Chief Engineer,Irrigation
51th_sec_meeting_0,Dr. Diganta Barman,Head,WR Division NESAC
51th_sec_meeting_0,Biswajit Kalita,U/Secretary,PNRD
51th_sec_meeting_0,Mukul Barman,"NO, DM, DAO",Assam
51th_sec_meeting_0,Indrani Laskar,Joint Secretary,Health & Family Welfare
51th_sec_meeting_0,Rakesh Das,Inspector,Assam Police
51th_sec_meeting_0,Himagshu Baruah,D.O. (T),"F&ES, Assam"
51th_sec_meeting_0,Kirti Nath Talukdar,AEE,GMDA
51th_sec_meeting_0,Seema Rabha,AEE,GMDA
52nd_sec_meeting,"Dr. Ravi Kota, IAS","Chief Secretary, Assam",
52nd_sec_meeting,"Shri Harmeet Singh, IPS",Director General of Police (DGP),
52nd_sec_meeting,"Shri Manish Thakur, IAS","Principal Secretary, Animal Husbandry & Veterinary Dept.",
52nd_sec_meeting,"Shri Gyanendra Dev Tripathi, IAS","Principal Secretary, Revenue & Disaster Management",
52nd_sec_meeting,"Shri M. C. Sahu, IAS","Principal Secretary, Water Resource Dept.",
52nd_sec_meeting,"Dr. Binod Kumar, IPS","Inspector-General of Police, F & ES",
52nd_sec_meeting,"Shri Anbamuthan M P, IAS",PWD & Department of Housing & Urban Affairs,
52nd_sec_meeting,"Shri R.S. Bharti, IFS",Deputy Conservator of Forests (Forest Conservation Act),
52nd_sec_meeting,Bhaskar J. Sarmah,"Chief Engineer, Water Resources Dept.",
52nd_sec_meeting,Gayatri Bhattacharya,"Chief Engineer, (PHE) Water",
52nd_sec_meeting,"S.N. Chowdhury, ACS","Secretary, School Education",
