meeting_no,meeting_date,amount_text,context
,,230.81,under the 15th finance Commission for an amount of Rs. 230.81
,,511.83,the 48 proposals for erosion protection works amounting to Rs.511.83
,,81.63,"2022-23"" for an amount of Rs. 81.63 Lakhs invoking section 50"
,,"25,09,270","Power Department under SDRF amounting to Rs. 25,09,270/- for the"
,,"13,67,673","Resolution: SEC accorded approval for an amount of Rs. 13,67,673/-"
,,1070,"cost of 4 digit toll free numbers 1070 and 1079 for SEOC, 1077"
,,9.91,High school area from the erosion of river ₹ 9.91
,,9.80,₹ 9.80
,,19.72,and 11 No sheet of Satrakonara area from ₹ 19.72
,,4.73,Koyakuchi area by bank protection work ₹ 4.73
,,18.79,Singimari area on R/B of river ₹ 18.79
,,29.00,from the erosion of river Brahmaputra on ₹ 29.00
,,10.96,Gram Shivpur Part-II area from the ₹ 10.96
,,6.19,Para area from flood Devastation of river ₹ 6.19
,,5.00,Singirbond area from the erosion of river ₹ 5.00
,,11.66,river Modhura from Udharbond to Larsing ₹ 11.66
,,11.63,on Dyke along R/B of river Borak from ₹ 11.63
,,4.50,₹ 4.50
,,5.25,₹ 5.25
,,23.00,"Krishnapur-Bhairabnagar, Paschim ₹ 23.00"
,,4.50,Khoril T.E. to out fall of Barak at ₹ 4.50
,,5.80,₹ 5.80
,,7.48,₹ 7.48
,,15.70,and its adjoining areas from the erosion ₹ 15.70
,,17.50,₹ 17.50
,,12.00,Dibrugarh ₹ 12.00
,,10.00,and Khatkhati Pucca field area )from the ₹ 10.00
,,2.50,₹ 2.50
,,6.62,Bordandi RaniPukhuri on the R/B of river ₹ 6.62
,,14.00,of river Borak on its L/B including ₹ 14.00
,,13.55,and its adjoining area from the erosion of ₹ 13.55
,,21.77,reaches including Protection measures & ₹ 21.77
,,5.50,Bhakatgaon area from the erosion of river ₹ 5.50
,,5.74,bank of river Killing from erosion at ₹ 5.74
,,17.62,₹ 17.62
,,11.00,₹ 11.00
,,9.00,Dikhowmukh at Afala area from the ₹ 9.00
,,5.00,Garukhuti area of Dihing bund from ₹ 5.00
,,3.84,adjoining areas from the erosion of river ₹ 3.84
,,3.46,₹ 3.46
,,15.35,Salmara Link Road from L/S No 01 to L/S No 04 ₹ 15.35
,,2.93,44 Baksa Protection of Choraimari Shiva Mandir ₹ 2.93
,,5.40,₹ 5.40
,,2.00,of Nonoi River on its L/B at ₹ 2.00
,,4.20,₹ 4.20
,,5.00,₹ 5.00
,,511.83,Total = ₹ 511.83
,,1500,The amount payable per Committee Member will be ₹1500/- per
,,500,Travel allowance of Rs. 500/- will be paid to Committee members
,,553.35,amounting to Rs. 553.35 lakhs executed by WRD in Majuli and apprise the
,,2883.00,proposal ol Home and Political Departmenl amounling to Rs. 2883.00 lakh lor
,,"5,98,6701","53. 4: Approvalfor additional amount of Rs. 5,98,6701 lor insurance of"
,,599.014,amounting to Rs. 599.014 Lakhs under SDRF for the year 2023-24. The list o1 the
,,43.19,"Education, Assam for the year 2024-2025 for an amount of Rs. 43.19 Lakhs"
,,13.50,year 2024-2025 for an amount of Rs. 13.50 Lakhs as placed at Annexure-lV.
,,67.40,Department for the year 2022-23 for an amount of Rs. 67.40 Lakhs as placed
,,"46,34,9751","SEC also approved an amount of Rs. 46,34,9751- for the study to be borne by"
,,"22,25,4551","Resolution: SEC approved an amount of Rs. 22,25,4551- for Supply of"
,,14.12913,54. 1O: Approval of fund amounting to Rs. 14.12913 Lakh to be
,,3.99471,54. 11: Approval of fund amounting to Rs. 3.99471 Lakh submitted
,,3.9947,Resolution: SEC approved an amount of Rs. 3.9947L Lakh for making
,,553.35,2022-23 amounting to Rs. 553.35 Lakhs
,,553.35,in the year 2022-23 amounting to Rs. 553.35 Lakhs.
,,209.00,(Rs. 209.00 Lakhs)
,,220.00,SDRF for 2022-23 (Rs. 220.00 Lakhs)
,,838.,of Rs. 838.L719L lakhs released by the Revenue & DM Department to ASDMA
,,87.87053,54. L7: Ex Post facto Approval for an amount of Rs. 87.87053 Lakh
,,97.29869,"54, 18: Ex- Post facto approval amounting to Rs. 97.29869 lakh for"
,,79.85380,1. Guwahati Site- Rs.79.85380 lakh
,,10.51855,2. Tezpur Site- Rs. 10.51855 !akh
,,6.92634,3. Silchar Site- Rs. 6.92634 !akh
,,222.22,Resolution: SEC took note about the amount of Rs. 222.22 Cr. approved by
,,692.05,Resolution: SEC took note about the amount of Rs. 692.05 Cr. approved by
,,313.69,54. 25: Approval of Rs. 313.69 Cr. under National Disaster Respond
,,511.83,"Rs. 511.83 for erosion protection works under XV FC and therefore, the"
,,191.4,amounting to Rs. 191.4L Cr.
,,"1,31,67,420.00","Total Rs. 1,31,67,420.00"
,,964.91800,Total for RG Fire/Storm/Ex-Gratia (1+2) ₹ 964.91800 lakhs
,,14.13,which an amount of Rs. 14.13 Lakh was released by the Revenue &
,,44412.02,Resolution: SEC approved the 76 DPRs amounting to Rs. 44412.02
,,1230.6034,Department amounting to Rs. 1230.6034 lakhs for the year 2024-25.
,,"1,31,87,680","amounting to Rs. Rs.1,31,87,680/- for immediate restoration of LT lines,"
,,5.86637,"Water Transport Division, Cachar amounting to Rs. 5.86637"
,,1270.788,GoI approved an amount of Rs 1270.788 Crore against the Assam
,,1016.63,PDNA report 2022 out of which Rs 1016.63 Crore (75°/o of
,,1270.788,Rs.1270.788 Crore) will be Centre's share from Recovery &
,,254.16,Reconstruction funding window of NDRF and Rs 254.16 Crore (25%
,,1270.788,of Rs 1270.788 Crore) will be graded matching share of the State
,,2.00,Resolution: SEC approved an amount of Rs. 2.00 lakh for the scheme
,,"41,86,775","department for a total amount of Rs. 41,86,775/- for the year 2022-23"
,,9249.00,amounting to Rs. 9249.00 lakh under NDRF
,,10062.50,to Rs. 10062.50 lakh under NDRF
,,45043.47,(PWD-NDRF) SOPD-GSP amounting to. Rs. 45043.47 lakh under
,,5895.58,GSP amounting to Rs. 5895.58 lakh under NDRF
,,62914.00,to Rs. 62914.00 lakh under NDMF
,,13000.00,amounting to Rs. 13000.00 lakh under NDMF
,,13.00,8. Rs. 13.00 lakh released to Jonai Co-District for clearing outstanding
,,24.24,9. Rs. 24.24 Lakh released to Dhemaji District for clearing outstanding
,,16.42,10. Rs. 16.42 lakh released to Kamrup (Metro) district for clearing
,,50.00,11. Rs. 50.00 lakh released to Golaghat district for clearing outstanding
,,99.85,12. Rs. 99.85 lakh released to Gohpur Co-district for clearing
,,50.00,13. Rs. 50.00 lakh released to Dima Hasao district for clearing
,,99.13,14. Rs. 99.13 lakh released to Cachar district for clearing outstanding
,,433.05,15. Rs. 433.05 lakh released to South Salmara Mancachar district for
,,1230.6034,Abstract and List of 344 proposals of PWD Roads Department amounting to Rs. 1230.6034 Lakhs under SDRF for the year 2024-25.
,,"1,31,87,680","Grand Total: Rs. 1,31,87,680/-"
,,14000,Pay Band (PB-2) ₹ 14000 – 49000
,,8700,Grade Pay (GP) ₹ 8700
,,"50,000","sponsorship should be limited to Rs. 50,000/-"
,,"20,000","collaterals, than the amount of sponsorship should be limited to Rs. 20,000/- as approved by"
,,"50,000","sponsorship would be limited to Rs. 50,000/-"
,,"30,000","4.4.4. In case the amount requested is less than Rs. 30,000/-, then the CEO, ASDMA may"
,,5.00,of ASDMA” after approval of the competent authority with a maximum cap of Rs. 5.00
