,revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,timeperiod,object_id
73,Dergaon,GOLAGHAT,Golaghat,Dergaon,,322577977.5,323,,0,2023_06,18-313-00174
74,Golaghat,GOLAGHAT,Golaghat,Golaghat,y,658333420.5,658,0.479875982763933,374,2023_06,18-313-00175
75,Morangi,GOLAGHAT,Golaghat,Morangi,,318699785.4,319,,0,2023_06,18-313-00176
76,Sarupathar,GOLAGHAT,Golaghat,Sarupathar,,900371843.1,900,0.4356937396069922,12328,2023_06,18-313-00177
77,Diphu,K.ANGLONG,Karbi Anglong,Diphu,y,2467568183.0,2468,0.6136081447129567,44070,2023_06,18-314-00178
78,Silonijan,K.ANGLONG,K.ANGLONG,Silonijan,,1566331644.0,1566,0.5477633664798257,2782,2023_06,18-314-00179
79,Umrangso,DIMA HASAO,Dima Hasao,Umrangso,,1459647329.0,1460,0.6665130149236509,25999,2023_06,18-315-00180
80,Haflong,DIMA HASAO,Dima Hasao,Haflong,y,1023944193.0,1024,0.6574799243361372,18189,2023_06,18-315-00181
81,Mahur,DIMA HASAO,Dima Hasao,Mahur,,568176425.1,568,0.5252726321674596,10089,2023_06,18-315-00182
82,Maibong,DIMA HASAO,Dima Hasao,Maibong,,1831786745.0,1832,0.6277036585529545,32594,2023_06,18-315-00183
83,Katigora,CACHAR,Cachar,Katigorah,,744022581.1,744,0.4961656378064051,13177,2023_06,18-316-00184
84,Silchar,CACHAR,Cachar,Silchar,y,837931796.0,838,0.5554570086096509,14838,2023_06,18-316-00185
85,Udarbond,CACHAR,Cachar,Udharbond,,447088875.6,447,0.6624017397923766,7923,2023_06,18-316-00186
86,Sonai,CACHAR,Cachar,Sonai,,999733880.6,1000,0.644279665136901,17677,2023_06,18-316-00187
87,Lakhipur,CACHAR,Cachar,Lakhipur,,754436388.7,754,0.6120452458114938,13355,2023_06,18-316-00188
88,Karimganj,KARIMGANJ,Karimganj,Karimganj,y,178166572.6,178,0.5393553606548466,3162,2023_06,18-317-00189
89,Badarpur,KARIMGANJ,Karimganj,Badarpur,,134391085.3,134,0.5283107493879609,2387,2023_06,18-317-00190
90,Nilambazar,KARIMGANJ,Karimganj,Nilambazar,,280417099.0,280,0.5361243700233822,4945,2023_06,18-317-00191
91,Patharkandi,KARIMGANJ,Karimganj,Patherkandi,,672170922.1,672,0.6454915254906503,11872,2023_06,18-317-00192
92,"Ramkrishna
Nagar",KARIMGANJ,Karimganj,RK Nagar,,575000985.9,575,0.5666188078503993,10142,2023_06,18-317-00193
93,Algapur,HAILAKANDI,Hailakandi,Algapur,,156280173.0,156,0.4856128520421406,2769,2023_06,18-318-00194
94,Hailakandi,HAILAKANDI,Hailakandi,Hailakandi,y,160989094.7,161,0.513439045909749,2849,2023_06,18-318-00195
95,Lala,HAILAKANDI,Hailakandi,Lala,,270081600.3,270,0.5625402480052497,4786,2023_06,18-318-00196
96,Katlichara,HAILAKANDI,Hailakandi,Katlicherra,,741771269.3,742,0.6034913546923989,13077,2023_06,18-318-00197
97,"Bongaigaon
(Pt)",BONGAIGAON,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,0.6147520536534926,3400,2023_06,18-319-00198
98,Boitamari,BONGAIGAON,Bongaigaon,Boitamari,,297089853.0,297,0.3388267194114534,5315,2023_06,18-319-00199
99,Srijangram,BONGAIGAON,Bongaigaon,Srijangram,,347583760.8,348,0.5000604964090836,6231,2023_06,18-319-00200
100,Sidli (Pt-II),BONGAIGAON,Bongaigaon,Sidli (Pt-II),,85041947.25,85,0.5268388300704456,1526,2023_06,18-319-00201
101,Manikpur,BONGAIGAON,Bongaigaon,Manikpur,,169010249.7,169,0.4952182167454769,3040,2023_06,18-319-00202
102,Kokrajhar (Pt),CHIRANG,Chirang,Kokrajhar (Pt),,12538462.77,13,0.5319457940295734,226,2023_06,18-320-00203
103,Barnagar (Pt),CHIRANG,Chirang,Barnagar (Pt),,34321102.47,34,0.6202803071390951,623,2023_06,18-320-00204
104,Bengtal,CHIRANG,Chirang,Bengtal,,715955682.4,716,0.6312830497366327,12886,2023_06,18-320-00205
105,Sidli (Pt),CHIRANG,Chirang,Sidli (Pt),,228893704.6,229,0.5656361858204645,4112,2023_06,18-320-00206
106,Bijni (Pt),CHIRANG,Chirang,Bijni (Pt),,934195919.7,934,0.6421955132983481,16769,2023_06,18-320-00207
107,"Rangia
(Pt)",KAMRUP,Kamrup,"Rangia
(Pt)",,186407362.6,186,0.5309490006940276,3332,2023_06,18-321-00208
108,Koya,KAMRUP,Kamrup,Kayan,,53612722.14,54,0.5615829467773438,960,2023_06,18-321-00209
109,Kamalpur,KAMRUP,Kamrup,Kamalpur,,250170012.1,250,0.5610252903305705,4479,2023_06,18-321-00210
110,Hajo,KAMRUP,Kamrup,Hajo,,412841145.7,413,0.4843801130653797,7401,2023_06,18-321-00211
111,Chhaygaon,KAMRUP,Kamrup,Chhaygaon,,470741379.3,471,0.6645963433185551,8402,2023_06,18-321-00212
112,Goroimari,KAMRUP,Kamrup,Goroimari,,176568213.2,177,0.3960598128311847,3161,2023_06,18-321-00213
113,Chamaria,KAMRUP,Kamrup,Chamaria,,140144616.8,140,0.4650107041042827,2513,2023_06,18-321-00214
114,Nagarbera,KAMRUP,Kamrup,Nagarbera,,114577593.0,115,0.4776617881436066,2049,2023_06,18-321-00215
115,Boko,KAMRUP,Kamrup,Boko,,514044709.4,514,0.6617167101827677,9192,2023_06,18-321-00216
116,"North
Guwahati",KAMRUP,Kamrup,"North
Guwahati",,90721866.31,91,0.5296009642130909,1629,2023_06,18-321-00217
117,Jalah (Pt),KAMRUP,Kamrup,Jalah (Pt),,55787602.64,56,0.5150774965191832,1010,2023_06,18-321-00218
118,Guwahati,KAMRUP METRO,KAMRUP METRO,Guwahati,y,101319635.1,101,0.3978852161386395,1810,2023_06,18-322-00219
119,Sonapur,KAMRUP METRO,KAMRUP METRO,Sonapur,,493242088.4,493,0.5620049093856293,8820,2023_06,18-322-00220
120,Chandrapur,KAMRUP METRO,KAMRUP METRO,Chandrapur,,124600101.5,125,0.5760121731683445,2235,2023_06,18-322-00221
121,"Tihu
(Pt)",NALBARI,Nalbari,"Tihu
(Pt)",,94935581.15,95,0.5442938128241797,1699,2023_06,18-323-00222
122,"Pachim
Nalbari",NALBARI,Nalbari,Pachim Nalbari,,148606921.2,149,0.5504411087807933,2669,2023_06,18-323-00223
123,Barkhetri,NALBARI,Nalbari,Barkhetri,,370577388.2,371,0.3586752725715389,6631,2023_06,18-323-00224
124,Barbhag,NALBARI,Nalbari,Barbhag,,82281261.7,82,0.5647844587053571,1477,2023_06,18-323-00225
125,Nalbari,NALBARI,Nalbari,Nalbari,y,128136913.3,128,0.5456711359912152,2298,2023_06,18-323-00226
126,Banekuchi,NALBARI,Nalbari,Banekuchi,,61110319.4,61,0.5077323809252506,1097,2023_06,18-323-00227
127,Ghograpar (Pt),NALBARI,Nalbari,Ghograpar (Pt),,131160984.6,131,0.4759460786429558,2353,2023_06,18-323-00228
128,Baganpara (Pt),BAKSA,Baksa,Baganpara (Pt),,211742690.1,212,0.5789066473935088,3809,2023_06,18-324-00260
129,Baganpara (Pt),NALBARI,Nalbari,Baganpara (Pt),,18943498.07,19,0.5004559842212555,343,2023_06,18-323-00230
130,Barnagar (Pt),BAKSA,Baksa,Barnagar (Pt),,460073385.7,460,0.6561090644098693,8263,2023_06,18-324-00231
131,Ghograpar (Pt),BAKSA,Baksa,Ghograpar (Pt),,35444716.72,35,0.4911842285927626,633,2023_06,18-324-00232
132,Jalah (Pt),BAKSA,Baksa,Jalah (Pt),,291646466.4,292,0.6182098941210453,5247,2023_06,18-324-00233
133,Barama,BAKSA,Baksa,Barama,,95546762.3,96,0.5314415461237108,1721,2023_06,18-324-00234
134,Rangia (Pt),TAMULPUR,Baksa,Rangia (Pt),,23451991.6,23,0.4698384602864583,420,2023_06,18-816-00235
135,Pathorighat (Pt),TAMULPUR,Baksa,Pathorighat (Pt),,3754506.217,4,0.498988002538681,64,2023_06,18-816-00236
136,Khoirabari (Pt),DARRANG,Darrang,Khoirabari (Pt),,52738276.5,53,0.4890030821791206,951,2023_06,18-325-00237
137,Pathorighat (Pt),DARRANG,Darrang,Patharighat (Pt),,176482635.2,176,0.4878253924733833,3170,2023_06,18-325-00238
138,Sipajhar,DARRANG,Darrang,Sipajhar,,293007191.6,293,0.3816393642890744,5248,2023_06,18-325-00239
139,Dhekiajuli (Pt),UDALGURI,Udalguri,Dhekiajuli (Pt),,41104085.9,41,0.4651701482479784,742,2023_06,18-326-00240
140,Khoirabari (Pt),UDALGURI,Udalguri,Khoirabari (Pt),,162764836.4,163,0.5269372645875894,2937,2023_06,18-326-00241
141,Pathorighat (Pt),UDALGURI,Udalguri,Pathorighat (Pt),,2314177.101,2,0.4433005121019151,36,2023_06,18-326-00242
142,Mangaldoi (Pt),UDALGURI,Udalguri,Mangaldoi (Pt),,6293734.554,6,0.5048932347978864,112,2023_06,18-326-00243
143,Dalgaon (Pt),UDALGURI,Udalguri,Dalgaon (Pt),,62698740.91,63,0.51383984331751,1129,2023_06,18-326-00244
144,Harisinga,UDALGURI,Udalguri,Harisinga,,625700293.5,626,0.6166136611206705,11260,2023_06,18-326-00245
145,Udalguri,UDALGURI,Udalguri,Udalguri,y,569395304.7,569,0.5538308745911842,10243,2023_06,18-326-00246
146,Mazbat,UDALGURI,Udalguri,Mazbat,,325141745.3,325,0.5303983437473309,5854,2023_06,18-326-00247
147,Mahmora,CHARAIDEO,Charaideo,Mahmora,,294481483.3,294,0.55865874997058,5311,2023_06,18-755-00248
148,Biswanath,BISWANATH,Biswanath,Biswanath,y,1042300607.0,1042,0.5597338350878022,1655,2023_06,18-756-00249
149,Helem,BISWANATH,Biswanath,Halem,,427087304.2,427,,0,2023_06,18-756-00250
150,Gohpur,BISWANATH,Biswanath,Gohpur,,313635939.7,314,,0,2023_06,18-756-00251
151,Hojai,HOJAI,Hojai,Hojai,y,264542999.3,265,0.3911914041818879,4722,2023_06,18-757-00252
152,Doboka,HOJAI,Hojai,Doboka,,317748519.3,318,0.4933273814925422,5682,2023_06,18-757-00253
153,Lanka,HOJAI,Hojai,Lanka,,873440623.1,873,0.4733069786658654,15600,2023_06,18-757-00254
154,Donka,WEST KARBI ANGLONG,West Karbi Anglong,Donkamokam,,3072801622.0,3073,0.6290083676668976,54854,2023_06,18-759-00255
155,South Salmara,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,South Salmara,,435496775.1,435,0.2373039493931316,7773,2023_06,18-758-00256
156,Mankachar,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,Mankachar,,248678182.6,249,0.3964216069844243,4438,2023_06,18-758-00257
157,Bajali (Pt),TAMULPUR,Baksa,Bajali (Pt),,17844174.95,18,0.4999194805438702,325,2023_06,18-816-00258
158,Goreswar (Pt),TAMULPUR,Baksa,Goreswar (Pt),,283216711.9,283,0.5323175394310141,5088,2023_06,18-816-00259
159,Tamulpur,TAMULPUR,Baksa,Tamulpur,,549366262.9,549,0.5628127966772152,9875,2023_06,18-816-00261
160,Baksa,BAKSA,Baksa,Baska,,295501945.5,296,0.5863109510332329,5311,2023_06,18-324-00262
161,Sarupeta (Pt),BAKSA,Baksa,Sarupeta (Pt),,134708247.8,135,0.5544642683983244,2417,2023_06,18-324-00263
162,Barnagar (Pt),BARPETA,Barpeta,Barnagar (Pt),,207191146.6,207,0.5043598420859733,3709,2023_06,18-303-00264
163,Sarupeta (Pt),BAJALI,Barpeta,Sarupeta (Pt),,261584874.2,262,0.5321677984796939,4703,2023_06,18-799-00265
164,Chenga,BARPETA,Barpeta,Chenga,,317522242.4,318,0.2340892405992143,5696,2023_06,18-303-00266
165,North Guwahati (Pt),KAMRUP METRO,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,0.3938690363665035,2056,2023_06,18-322-00267
166,Kalaigaon (Pt),UDALGURI,Udalguri,Kalaigaon (Pt),,191989620.2,192,0.5210271507579325,3451,2023_06,18-326-00268
167,Mangaldoi (Pt),DARRANG,Darrang,Mangaldoi (Pt),y,439678093.9,440,0.3256752573920252,7878,2023_06,18-325-00269
168,Dalgaon (Pt),DARRANG,Darrang,Dalgaon (Pt),,649172827.9,649,0.4328720851584643,11643,2023_06,18-325-00270
169,Mayong,MORIGAON,Morigaon,Mayong,,486035918.5,486,0.4736096225096308,8696,2023_06,18-304-00271
170,Palasbari,KAMRUP,Kamrup,Palasbari,,392624055.8,393,0.4941549044644763,7027,2023_06,18-321-00272
171,Azara,KAMRUP,Kamrup,Azara,,423124288.2,423,0.6222323192965339,7559,2023_06,18-321-00273
172,Gossaigaon (Pt),DHUBRI,Dhubri,Gossaigaon (Pt),,76783222.03,77,0.4832340471082939,1373,2023_06,18-301-00274
173,Jorhat West,JORHAT,Jorhat,Jorhat West,,363550691.9,364,,0,2023_06,18-312-00276
174,Jorhat East,JORHAT,Jorhat,Jorhat East,,195465666.5,195,,0,2023_06,18-312-00277
175,Sapekhati,CHARAIDEO,Charaideo,Sapekhati,,394328380.8,394,0.6142549443723138,6980,2023_06,18-755-00278
176,Sonari,CHARAIDEO,Charaideo,Sonari,y,384542831.4,385,0.563849925994873,1536,2023_06,18-755-00279
177,Ujani Majuli,MAJULI,Majuli,Ujani Majuli,,322168126.6,322,0.3539621994457835,3682,2023_06,18-760-00280
178,Majuli,MAJULI,Majuli,Majuli,,648466675.6,648,0.0126878197199713,1452,2023_06,18-760-00281
179,Phuloni,K.ANGLONG,K.ANGLONG,Phuloni,,3303172433.0,3303,0.4775867014556155,27059,2023_06,18-314-00275
180,Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.637421801765441,19202,2020_12,18-300-00101
181,Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.5980075407548873,2839,2020_12,18-300-00102
182,Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.5171197804664623,5464,2020_12,18-300-00103
183,Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.6693252848887827,17803,2020_12,18-300-00104
184,Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.7337423501633622,5031,2020_12,18-300-00105
185,Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.6982738304551925,1844,2020_12,18-300-00106
186,Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.6379319546776197,2214,2020_12,18-300-00107
187,Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,0.7093324339673162,1809,2020_12,18-300-00108
188,Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.2431651223053966,3801,2020_12,18-301-00109
189,Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,0.4080938018528761,3955,2020_12,18-301-00110
190,Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,0.4662791578722439,3583,2020_12,18-301-00111
191,Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.2897677271414303,6383,2020_12,18-301-00112
192,Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.4633698760106459,5272,2020_12,18-301-00113
193,Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,0.4640997488839286,3500,2020_12,18-301-00114
194,Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,0.2698827676778543,8715,2020_12,18-302-00115
195,Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,0.5297965128017108,9674,2020_12,18-302-00116
196,Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,0.4792660848543079,8554,2020_12,18-302-00117
197,Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,0.5593884618945424,3502,2020_12,18-302-00118
198,Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,0.5525824280278171,4952,2020_12,18-302-00119
199,Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,0.2790886563361191,4173,2020_12,18-303-00120
200,Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,0.189720657777755,9174,2020_12,18-303-00121
201,Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,0.3786927508550309,5665,2020_12,18-303-00122
202,Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,0.4418200511956753,4694,2020_12,18-303-00123
203,Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,0.5355148824735063,2996,2020_12,18-799-00124
204,Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,0.4847096581633734,737,2020_12,18-799-00125
205,Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,0.2143189470772222,3929,2020_12,18-304-00126
206,Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,0.2552262561228546,4166,2020_12,18-304-00127
207,Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,0.5718885330458225,6978,2020_12,18-304-00128
208,Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,0.5443334923890364,3295,2020_12,18-304-00129
209,Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,0.6314101277344876,10411,2020_12,18-305-00130
210,Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,0.6092861204106969,6142,2020_12,18-305-00131
211,Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,0.4867434926621044,5498,2020_12,18-305-00132
212,Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,0.370328719362573,4451,2020_12,18-305-00133
213,Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,0.5670448419824131,6674,2020_12,18-305-00134
214,Raha,NAGAON,Nagaon,Raha,,340889151.3,341,0.4922647698271974,6098,2020_12,18-305-00135
215,Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,0.4869041630395315,6713,2020_12,18-305-00136
216,Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.517338185521205,22141,2020_12,18-306-00137
