,Head Office,TREASURY NAME,TREASURY CODE,DDO NAME
40,North Lakhimpur,Lakhimpur,LKM/AGR/002,ASSTT.EXECUTIVE ENGINEER (AGRIL)LAKHIMPUR
41,Barpeta,Barpeta,BRT/FC/001,"EX.ENGINEER E & D DIVISION , BARPETA"
42,Jorhat,Jorhat,JOR/HE/012,PL.JORHAT COLLEGE
43,Nagaon,Hojai,HOJ/EE/004,"BEEO, LANKA"
44,Sivasagar,Nazira,NZR/SE/024,"H.M. CHARIALI GIRLS HIGH SCHOOL, NAMTI"
45,Sivasagar,Nazira,NZR/SE/029,"H.M. B. DAS MODI GELAKEY GIRLS' HIGH SCHOOL,P.O.-GELEKY"
46,Silchar,New-Silchar,NSL/EE/003,"BLOCK ELE.EDN. OFFICER , NARSINGPUR"
47,Hailakandi,Hailakandi,HKD/HE/032,IC PRINCIPAL  LAKSHMIRBOND HS  MADRASSA
48,Tinsukia,Tinsukia,TSK/TAX/005,"SUPDT. OF TAXES, DOOM DOOMA"
49,Guwahati,New-Guwahati,NGT/SE/007,"HEAD MASTER, JYOTINAGAR HIGH SCHOOL"
50,Nagaon,Nagaon,NAG/HOR/001,"SUB DIVISIONAL AGRIL. OFFICER, NAGAON"
51,Nagaon,Nagaon,NAG/SE/014,"HM RAMPUR CHALAPATHAR S. ALI HS,P.O-CHALAPATHAR"
52,"Sl No
HEAD OFFICE",TREASURY NAME,TREASURY CODE,DDO NAME
53,Nalbari,Nalbari,NLB/GAD/002,"S.D.O. , NALBARI (SADAR)"
54,Jorhat,Jorhat,JOR/EE/004,BEEO N/W BLOCK
55,Sivasagar,Sivasagar,SVS/JUD/001,"DISTRICT  & SESSION JUDGE,SIVASAGAR"
56,Sivasagar,Sivasagar,SVS/ARC/001,"DIST. ARCHOLOGY DEPTT., SIVASAGAR"
57,Jorhat,Jorhat,JOR/EE/006,BEEO JORHAT BLOCK
58,Hailakandi,Hailakandi,HKD/EE/003,"BEEO, HAILAKANDI"
59,Hailakandi,Hailakandi,HKD/HE/016,PRIN. CHALMERS H.S. SCHOOL
60,Silchar,Cachar,CAC/FC/004,EX. ENGR. MECHANICAL (WT) DIV. SILCHAR
61,Nagaon,Nagaon,NAG/LRS/006,"CIRCLE OFFICER,RUPAHI"
62,Jorhat,Jorhat,JOR/SWD/001,DIST.SOCIAL WELFARE OFFICER
63,North Lakhimpur,Lakhimpur,LKM/SE/043,HEAD MASTER LOHIT KHABOLI HIGH SCHOOL
64,Nagaon,Nagaon,NAG/EE/004,"B  E   E  O,   KATHIATOLI"
65,Kokrajarh,Kokrajhar,KKJ/AAT/001,"TREASURY OFFICER , KOKRAJHAR"
66,North Lakhimpur,Dhakuwakhana,DKK/SE/035,H.M. BORDOIBAM  HIGH SCHOOL
67,Sivasagar,Sonari,SNR/SE/002,PRIN. MATHURAPUR H S SCHOOL
68,Dibrugarh,Dibrugarh,DIB/SE/022,PRIN. MDK GIRLS COLLEGE DIBRUGARH
69,Jorhat,Jorhat,JOR/SWD/011,"CDPO,ICDS CELENGHAT,JORHAT"
70,Golaghat,Golaghat,GT/EE/003,"BEEO, EAST BLOCK, GOLAGHAT"
71,Dibrugarh,Naharkatia,NHK/HE/035,THE PRINCIPAL NAMRUP COLLEGE
72,Jorhat,Titabar,TIT/SE/042,"HM KUNDAR GAON H.S. , P.O.-JALIKANIBARI"
73,Kokrajarh,Kokrajhar,KKJ/SWD/003,"C.D.P.O., KOKRAJHAR I.C.D.S. PROJECT,KOKRAJHAR"
74,Amingaon,"Kamrup,Amingaon",AKM/SE/371,HEAD MASTER.UPPERDANI HIGH SCHOOL
75,Tinsukia,Tinsukia,TSK/PHE/001,"EX. ENGR. PHE, TINSUKIA DIV."
76,Jorhat,Titabar,TIT/EE/002,"DY. INSPECTOR OF SCHOOLS, JORHAT"
77,Nagaon,Hojai,HOJ/IGR/001,"SUB-REGISTER, HOJAI"
78,Nagaon,Kaliabor,KLB/EE/004,"DY. INSPECTOR OF SCHOOL, KALIABOR"
79,Sivasagar,Sonari,SNR/LRS/001,"CIRCLE OFFICER, SONARI"
80,Marigaon,Marigaon,MRG/HE/057,HEAD MASTER PRIYA NEOG H S
81,Nalbari,Nalbari,NLB/EE/005,"B.E.E.O., GHOGRAPAR"
82,Sivasagar,Sivasagar,SVS/SWD/001,"DIST. SOCIAL WELFARE OFFICER,SIVASAGAR"
83,Golaghat,Dergaon,DER/EE/003,"BEEO, CENTRAL BLOCK, DHEKIAL"
84,Jorhat,Titabar,TIT/CA/001,"CULTURAL CENTRE, TITABAR"
85,Tinsukia,Tinsukia,TSK/PRD/001,"B.D.O., SAIKHOWA DEV. BLOCK"
86,Tinsukia,Tinsukia,TSK/HE/004,PRIN. TINSUKIA BENGALI GIRLS H S SCHOOL
87,Marigaon,Marigaon,MRG/HT/001,"SUPDT. OF HANDLOOM & TEXTILES, MORIGAON"
88,North Lakhimpur,Lakhimpur,LKM/FIS/001,"DIST. FISHERY DEV.OFFICER,LAKHIMPUR"
89,Nalbari,Nalbari,NLB/PRD/009,B.D.O. MADHUPUR
90,Guwahati,New-Guwahati,NGT/PWB/003,SUPDT.ENGINEER  PWD BUILDING CIRCLE -II
91,Tezpur,Gohpur,GAH/SE/029,"HEAD MASTER, DUBIA GIRLS HIGH SCHOOL, DUBIA"
92,Jorhat,Jorhat,JOR/HE/086,H.M.MOHBONDHA TEA GARDEN H.S
93,North Lakhimpur,Lakhimpur,LKM/AGR/002,ASSTT.EXECUTIVE ENGINEER (AGRIL)LAKHIMPUR
94,Barpeta,Barpeta,BRT/FC/001,"EX.ENGINEER E & D DIVISION , BARPETA"
95,Jorhat,Jorhat,JOR/HE/012,PL.JORHAT COLLEGE
96,Nagaon,Hojai,HOJ/EE/004,"BEEO, LANKA"
97,Sivasagar,Nazira,NZR/SE/024,"H.M. CHARIALI GIRLS HIGH SCHOOL, NAMTI"
98,Sivasagar,Nazira,NZR/SE/029,"H.M. B. DAS MODI GELAKEY GIRLS' HIGH SCHOOL,P.O.-GELEKY"
99,Silchar,New-Silchar,NSL/EE/003,"BLOCK ELE.EDN. OFFICER , NARSINGPUR"
100,Hailakandi,Hailakandi,HKD/HE/032,IC PRINCIPAL  LAKSHMIRBOND HS  MADRASSA
101,Tinsukia,Tinsukia,TSK/TAX/005,"SUPDT. OF TAXES, DOOM DOOMA"
102,Guwahati,New-Guwahati,NGT/SE/007,"HEAD MASTER, JYOTINAGAR HIGH SCHOOL"
103,Nagaon,Nagaon,NAG/HOR/001,"SUB DIVISIONAL AGRIL. OFFICER, NAGAON"
104,Nagaon,Nagaon,NAG/SE/014,"HM RAMPUR CHALAPATHAR S. ALI HS,P.O-CHALAPATHAR"
105,Guwahati,Dispur,DIS/SC/001,DIRECTOR OF SCHEDULE CASTE
106,Dhubri,Dhubri,DBR/HE/014,"Principal,Hatidhura College,Dhubri"
107,Dhubri,Dhubri,DBR/TAX/001,"DY.COMMISSIONER OF TAXES, DHUBRI"
108,Golaghat,Golaghat,GT/PRD/002,"BDO, GOLAGHAT EAST DEVELOPMENT BLOCK, PADUMANI"
109,Garmur,Garamur,GAR/SE/014,H.M. RANGA CHAHI TANU RAM NATH HIGH SCHOOL
110,Guwahati,Dispur,DIS/FOR/002,COMDT. ASSAM FOREST PROTECTION FORCE
111,Jorhat,Titabar,TIT/AAT/001,"TREASURY OFFICER, TITABAR"
112,Tinsukia,Margherita,MGR/AAT/001,"TREASURY OFFICER, MARGHERITA SUB-TREASURY"
113,Barpeta,Pathsala,PSL/SE/070,PRINCIPAL DAKSHIN BAJALI H.S.S.
114,Nalbari,Nalbari,NLB/PRD/008,C.E.O. ZILA PARISHAD NALBARI
115,Silchar,Cachar,CAC/COP/003,"ASSTT. REGR OF CO-OP. SOCIETY,SILCHAR"
116,Guwahati,Kamrup Metro,KAM/SE/205,HM. BENGULI GIRLS HIGH SCHOOL GHY.
117,Barpeta,Barpeta,BRT/SE/034,H.M. SUNDARIDIA H.S.
118,Dibrugarh,Dibrugarh,DIB/HE/001,"INSPECTOR OF SCHOOL, DIBRUGARH"
119,Hatsingimari,Hat Singimari,HAT/PRD/007,"B.D.O.,  MANKACHAR"
120,Goalpara,Goalpara,GLP/EE/006,"B.E.E.O. , BALIJANA"
121,Jorhat,Jorhat,JOR/PDD/010,BDO JORHAT BLOCK BAGHCHUNG
122,Dhemaji,Jonai,JON/COP/001,"ASSTT.REGISTER CO-OP SOCIETY,JONAI."
123,Guwahati,Rangia,RAN/HE/036,H.M. DORAKAHARA H.S. HIGH SCHOOL
124,Goalpara,Goalpara,GLP/SWD/006,"C.D.P.O. KRISHNAI/BALIJANA TWIN I.C.D.S. PROJECT, AGIA"
125,North Lakhimpur,Lakhimpur,LKM/SE/070,HEAD MASTER LAKHIMPUR COLLEGIATE HIGH SCHOOL
126,Guwahati,Kamrup Metro,KAM/HE/081,PRIN.K.K. HANDIQUE GOVT. SANSKRIT CIOLLAGE
127,Tezpur,Sonitpur,SON/LRS/006,"CIRCLE OFFICER,TEZPUR"
128,North Lakhimpur,Lakhimpur,LKM/EE/007,"BLOCK ELEMANTARY EDUCATION OFFICE,ME-MV,LAKHIMPUR"
129,Guwahati,New-Guwahati,NGT/TE/002,PRINCIPAL GIRLS POLITECHNIC
130,Barpeta,Barpeta,BRT/SE/072,H.M. BAGHBAR H.S.
131,Goalpara,Goalpara,GLP/SE/027,H.M. DON-BOSCO HIGH SCHOOL
132,Goalpara,Goalpara,GLP/PWR/001,"SUPERINTENDING ENGINEER P.W.D. ROAD DIVISION ,GOALPARA"
133,Silchar,New-Silchar,NSL/PRD/003,"BLOCK DEVELOPMENT OFFICER , BARJALENGA"
134,Golaghat,Sarupathar,SRP/SE/001,PRIN. SARUPATHAR H S SCHOOL
135,Goalpara,Goalpara,GLP/SE/013,H.M. BAPURBHITA HIGH SCHOOL
136,Golaghat,Dergaon,DER/POL/003,"COMDT. 11TH APBN, DERGAON"
137,North Lakhimpur,Dhakuwakhana,DKK/GAD/001,"SUB-DIVISIONAL OFFICER (CIVIL), DHAKUAKHANA"
138,Barpeta,Barpeta,BRT/SE/004,PRINCIPAL PALHAZI H.S.S.
139,Karimganj,Karimganj,KAR/AAT/001,"TREASURY OFFICER, KARIMGANJ"
140,Barpeta,Barpeta,BRT/SWD/004,"C.D.P.O. , CHANGHA"
141,North Lakhimpur,Dhakuwakhana,DKK/SE/018,H.M. DHAKUAKHANA GIRLS HIGH SCHOOL
142,Guwahati,Rangia,RAN/HE/053,SUPDT. KAMALPUR HIGH MADRASA
143,Sivasagar,Sivasagar,SVS/ELE/001,"ELECTION OFFICER,SIVASAGAR"
144,Guwahati,Dispur,DIS/SWD/004,"PROGRAMME OFFICER, DIV.,ICDS, CELL."
145,Guwahati,Rangia,RAN/SE/026,H.M SAURAMURI UCCHA MADHYAMIK BIDYALAYA P.O-SAURAMURI
146,Golaghat,Dergaon,DER/AAT/001,"TREASURY OFFICER, DERGAON SUB-TREASURY"
147,Amingaon,"Kamrup,Amingaon",AKM/POL/012,COMMANDANT COMMANDO BATTELION.
148,Karimganj,Karimganj,KAR/SE/019,SUPDT. KARIMGANJ HIGH MADRASSA
149,North Lakhimpur,Lakhimpur,LKM/JUD/001,"DISTRICT AND SESSION JUDGE,LAKHIMPUR"
150,Hatsingimari,Hat Singimari,HAT/COP/003,"ASTT. REGISTER OF CO-OPERATIVE SOCIETIES,HATSINGIMARI"
151,Dibrugarh,Dibrugarh,DIB/IPR/001,"DIST. INFORMATION & P.R.O, DIBRUGARH"
152,Golaghat,Golaghat,GT/SE/055,H.M. TARFAT H.S.
153,Golaghat,Bokakhat,BKK/SE/008,H.M. RAJABARI HIGH SCHOOL
154,Jorhat,Jorhat,JOR/FC/003,EE UPPER ASSAM INV.DEPTT.
155,Silchar,Cachar,CAC/HE/021,PRIN. ZILKADAR ALI H.S. SCHOOL
156,Guwahati,Rangia,RAN/SE/019,"H.M KALAZAL HIGH SCHOOL, P.O-KALAZAL"
157,Jorhat,Jorhat,JOR/SE/026,"HEAD MASTER,BORKHANGIA HIGH SCHOOL"
158,Guwahati,Rangia,RAN/LS/001,"SUB-DIV. LIBRARY OFFICER, RANGIA"
159,Golaghat,Golaghat,GT/SE/081,"HEAD MASTER, TOWN MADRASSA HIGH SCHOOL"
160,Nalbari,Nalbari,NLB/SE/004,H.M. BALITARA H.S.
161,Guwahati,Rangia,RAN/LRS/001,"CIRCLE OFFICER,KAMALPUR"
162,Jorhat,Jorhat,JOR/HE/139,H.M NAVAJYOTI H.S.
163,Guwahati,Dispur,DIS/SS/001,DIRECTOR OF SMALL SAVINGS
164,Barpeta,Pathsala,PSL/SE/009,H.M. DAKSHIN PAKA HIGH SCHOOL
165,North Lakhimpur,Lakhimpur,LKM/SER/001,"ASSTT. DIRECTOR OF SERICULTURE, LAKHIMPUR"
166,Guwahati,New-Guwahati,NGT/HE/002,PACHIM MAYANG HIGH SCHOOL
167,Nagaon,Nagaon,NAG/RD/011,B. D.  O. RAHA  DEV. BLOCK
168,Garmur,Garamur,GAR/EE/002,"BEEO, KAMALABARI"
169,Jorhat,Jorhat,JOR/PWB/002,E.E.PWD BUILDG.DIV.
170,Mangaldai,Darrang,DAR/SCD/001,DIVISIONAL OFFICER SOIL CONSERVATION RESEARCHDIVISION
171,Nalbari,Nalbari,NLB/PWR/001,"E.E. PWD  RURAL ROAD DIVN. , NALBARI"
172,Barpeta,Barpeta,BRT/EE/007,"B.E.E.O., RUPOSI"
173,North Lakhimpur,Lakhimpur,LKM/TRA/001,"DISTRICT TRANSPORT OFFICER,LAKHIMPUR"
174,Dhemaji,Dhemaji,DMJ/ECT/003,"SUPPTT. I.T.I. (WOMEN), LAKHIMPUR"
175,Barpeta,Barpeta,BRT/TAX/001,"SUPDT. OF TAXES, BARPETA"
176,Jorhat,Titabar,TIT/HE/004,"PRINCIPAL/DDO,DR.NABIN BORDOLOI COLLEGE"
177,Guwahati,Dispur,DIS/MDB/001,DIRECTOR OF MUNICIPAL ADMINISTRATION
178,Guwahati,Kamrup Metro,KAM/ECT/001,DIRECTOR EMPLOYMENT & CRAFTMAN TRNG.GHY.
179,Nalbari,Nalbari,NLB/SWD/009,C.D.P.O. ICDS NALBARI
180,North Lakhimpur,Lakhimpur,LKM/JUD/002,"CHIEF JUDICAL MAGISTRATE, LAKHIMPUR"
181,Nagaon,Nagaon,NAG/HS/001,"JT.DIR. OF HEALTH SERVICES, NAGAON"
182,Nagaon,Kaliabor,KLB/PWR/001,"EX. ENGR. PWD ROADS, KALIABOR"
183,Guwahati,Dispur,DIS/FC/001,"ADDL. E.E ASSAM WATER RESEARCH AND MANAGEMENTINSTITUTE(AWRMI), GUWAHATI"
184,Guwahati,Dispur,DIS/SE/054,"HEAD MASTER, SRI SATYA SAI  HIGH SCHOOL"
185,Barpeta,Barpeta,BRT/SE/047,H.M. BAHARI H.S.
186,Tinsukia,Tinsukia,TSK/PRD/006,"EX. OFFICER, TINSUKIA ZILLA PARISAD"
187,Golaghat,Golaghat,GT/PRD/001,"CHIEF.EX.OFFICER,GLT.ZILA PARISHAD."
188,Guwahati,Rangia,RAN/FOR/001,"DFO, NORTH KAMRUP DIV., RANGIA"
189,Dhubri,Dhubri,DBR/EE/006,"BEEO, AGOMANI"
190,Hailakandi,Hailakandi,HKD/IND/001,"DIST. IND. & COMMERCE CENTRE, HAILAKANDI"
191,Tinsukia,Margherita,MGR/PRD/001,"BDO, MARGHERITA"
192,Nalbari,Tihu,THU/EE/003,"B.E.E.O. , TIHU BARAMA"
193,Tezpur,Sonitpur,SON/SE/085,"HEAD MASTER, BALIJURI UCCHA M.VIDYALAYA, PO-BALIJURI"
194,North Lakhimpur,Bihpuria,BIH/SE/009,"PRINCIPAL,LOHIT DIKRONG HIGHER SECONDARY SCHOOL"
195,Dibrugarh,Dibrugarh,DIB/HE/039,H.M. BENGALI HIGH SCHOOL
196,Guwahati,Rangia,RAN/HE/046,H.M. JANATA CHOWALI BIDYALAY
197,Silchar,Cachar,CAC/SWD/007,"CDPO, KATIGORAH"
198,Nagaon,Nagaon,NAG/IGR/001,DEPUTY  REGISTRAR  NAGAON
199,Nalbari,Nalbari,NLB/SE/105,"HEADMASTER KHARBANDHA VIDYAPITH HIGH SCHOOL, P.O-SONDHA"
200,Dhemaji,Dhemaji,DMJ/COP/001,"ASSTT.REGISTER CO-OP SOCIETY,DHEMAJI"
201,Marigaon,Marigaon,MRG/LRS/004,"CIRCLE OFFICER,MIKIRBHETA"
202,Garmur,Garamur,GAR/SE/034,IC PRINCIPAL JENGRAIMUKH GIRLS HS  SCHOOL
203,Golaghat,Golaghat,GT/SE/068,"HEAD MASTER, TARANI SIMANTA HIGH SCHOOL, PO- UZANITARANI"
204,Amingaon,"Kamrup,Amingaon",AKM/SE/192,HM.KULSI JANAJATIYA HIGH SCHOOL.
205,North Lakhimpur,Lakhimpur,LKM/HG/001,"COMMANDENT,HOME GUARD, LAKHIMPUR"
206,Nagaon,Kaliabor,KLB/EE/003,"BEEO, RUPAHI"
207,Silchar,Cachar,CAC/HE/009,"PRIN. DNNK GIRLS H.S. SCHOOL, SILCHAR"
208,Biswanath Chariali,Biswanath Chariali BIS/SE/004,,PEINCIPAL BEHALI H.S.S.
209,Tinsukia,Tinsukia,TSK/EXI/001,"SUPDT. OF EXCISE, TINSUKIA"
210,Hailakandi,Hailakandi,HKD/HS/003,"JT. DIR. HEALTH SERVICE, HAILAKANDI"
211,Marigaon,Marigaon,MRG/HS/003,"INSURANCE MAEDICAL OFFICER, MGR."
212,Guwahati,Dispur,DIS/OLC/002,"OIC, ASSAM OFFICIAL LANGUAGE COMMISIION"
213,Karimganj,Badarpur,BDP/EE/002,DEPUTY INSPECTOR OF SCHOOL KARIMGANJ
214,Hailakandi,Hailakandi,HKD/SE/004,"PRIN. S.S. COLLEGE, HAILAKANDI"
215,Nalbari,Tihu,THU/IRR/002,E.E. TIHU INVESTIGATION DIVN. IRRIGATION
216,Nagaon,Nagaon,NAG/IMD/002,"MEMBER, FOREINER'S TRIBUNAL,  NAGAON"
217,Guwahati,Kamrup Metro,KAM/SE/182,HM TETELIA HIGH SCHOOL.
218,Sivasagar,Sivasagar,SVS/SE/100,HM  BOKATA BORBAM HS
219,Goalpara,Goalpara,GLP/IND/001,GENERAL MANAGER DISTRICT INDUSTRIES CENTRE
220,Dhubri,Dhubri,DBR/SE/205,"HEAD MUDARRIS SHALBARI PRE- SR. MADRASSA, P.O-BONGARBARI"
221,Dhemaji,Dhemaji,DMJ/SE/138,"HEAD MASTER, NAVA DIPTI RATUA HIGH SCHOOL"
222,Barpeta,Barpeta,BRT/SE/012,PRINCIPAL SARTHIBARI H.S.S.
223,Dibrugarh,Naharkatia,NHK/HE/037,THE PRINCIPAL TINGKHONG COLLEGE
224,Jorhat,Jorhat,JOR/HE/118,H.M.TAMULI CHIGA H.S.
225,Amingaon,"Kamrup,Amingaon",AKM/SE/224,HM.KHEHENIPARA HIGH SCHOOL
226,North Lakhimpur,Bihpuria,BIH/SE/012,"PRINCIPAL,NARAYANPUR HIGHER SECONDARY SCHOOL"
227,Nagaon,Nagaon,NAG/PWR/003,"EX.ENG. PWD (R&B) MECHANICAL DIVISION,NAGAOAN"
228,Guwahati,New-Guwahati,NGT/SCD/001,DIRECTOR SOIL CONSERVATION
229,Biswanath Chariali,Biswanath Chariali BIS/IND/001,,"ASST. DIR. OF INDUSTRIES & COMMERCE, B. CHARIALI"
230,Nalbari,Nalbari,NLB/ES/001,"DY. DIR.ECHO. & STATISTICS, NALBARI"
231,Dibrugarh,Naharkatia,NHK/HE/003,PRIN. NAHARKATIA H S SCHOOL
232,Hailakandi,Hailakandi,HKD/SE/015,"PRINCIPAL JAMIRA TITLE MADRASSA,  P.O. - JAMIRA BAZAR"
233,Golaghat,Sarupathar,SRP/HE/001,PRIN. SARUPATHAR COLLEGE
234,Golaghat,Dergaon,DER/SE/029,PRIN. DERGAON GIRLS H.S. HIGH SCHOOL
235,North Lakhimpur,Lakhimpur,LKM/LRS/003,"CIRCLE OFFICER,LAKHIMPUR"
236,Tezpur,Gohpur,GAH/AAT/001,"TREASURY OFFICER, GAHPUR SUB-TREASURY"
237,Dhubri,Dhubri,DBR/SE/060,H.M. JOWAHAR HINDI HIGH SCHOOL
238,Dhubri,Dhubri,DBR/HE/004,"PRINCIPAL, P.B. COLLEGE,GAURIPUR"
239,Golaghat,Golaghat,GT/HE/001,"D.R. COLLEGE , GOLAGHAT"
240,Haflong,Haflong,HFL/PWB/013,"EX. ENG.PWD,UMRANGSO NEC DIVISION"
241,Golaghat,Golaghat,GT/EE/001,"DIST. ELEMENTRY EDUCATION, GOLAGHAT."
242,Sivasagar,Sonari,SNR/LRS/002,"CIRCLE OFFICER, MAHMORA"
243,Guwahati,Dispur,DIS/SIC/001,UNDER SECY. STATE INFORMATION COMMISSION
244,Sivasagar,Sivasagar,SVS/AE/001,"DIST. ADULT EDUCATION OFFICER,SIVASAGAR"
245,Karimganj,Karimganj,KAR/PRD/001,B.D.O. NORTH KARIMGANJ
246,North Lakhimpur,Dhakuwakhana,DKK/SE/004,H.M. PUB DHAKUAKHANA  HIGH SCHOOL
247,Amingaon,"Kamrup,Amingaon",AKM/SWP/020,CDPO BONGAON ICDS PROJECT
248,Amingaon,"Kamrup,Amingaon",AKM/LRS/006,"CIRCLE OFFICER,NAGARBERA"
249,Bongaigaon,Bongaigaon,BNG/SE/012,PRIN VIBEKANDA BIDYAPITH HIGHER SECONDARY SCHOOL
250,Hailakandi,Hailakandi,HKD/EE/004,"BEEO, KATLICHERA"
251,Amingaon,"Kamrup,Amingaon",AKM/EE/008,"DIST. ELEMENTARY EDUCATION OFFICER, KAMRUP"
252,Golaghat,Golaghat,GT/WPT/001,"PROJECT DIRECTOR I.T.D.P.,GOLAGHAT"
253,Goalpara,Goalpara,GLP/EE/004,"B.E.E.O. , DUDHNOI"
254,Barpeta,Barpeta,BRT/SE/084,H.M. AKRAM ALI AHMED H.S.
255,Marigaon,Marigaon,MRG/SE/039,"HEAD MUDARRIS NO 2 BARKUR PRE SR. MADRASSA,P.O.-BHURAGAON"
256,Nagaon,Hojai,HOJ/SWD/001,"CDPO, ICDS PROJECT, LANKA"
257,Guwahati,New-Guwahati,NGT/AGR/001,SUBDIVISIONAL OFFICER AGRICULTURE
258,Sivasagar,Nazira,NZR/EXI/001,"DY. SUPDT. OF EXICES, NAZIRA"
259,Barpeta,Pathsala,PSL/SWD/003,"C.D.P.O.,I.C.D.S. PROJECT, BAJALI."
260,Tezpur,Sonitpur,SON/LS/002,"OFFICER I/C DISTRICT MUSIUM, TEZPUR"
261,Bongaigaon,Abhayapuri,ABH/EE/003,"DY. INSPECTOR OF SCHOOL, NS, ABHAYAPURI"
262,Guwahati,Rangia,RAN/JUD/001,"SUB-DIV. JUDICIAL MAGISTRATE, RANGIA"
263,Dhemaji,Dhemaji,DMJ/IRR/002,EXECUTIVE  ENGINER IRRIGATION DHEMAJI
264,Marigaon,Marigaon,MRG/HS/002,ADDL. CHIEF MEDICAL & HEALTH OFFICER
265,Nagaon,Nagaon,NAG/PWD/004,"EX.ENG. PWD N.H. DIVISION, NAGAOAN"
266,Barpeta,Barpeta,BRT/IRR/001,"EX. ENGINEER , BARPETA DIVISION(IRR SORBHG)"
267,North Lakhimpur,Bihpuria,BIH/SE/034,HEAD MASTER DIKRONG HIGH SCHOOL
268,Tinsukia,Margherita,MGR/JUD/001,"SUB-DIV JUDICIAL MAGISTRATE, MARGHERITA"
269,Guwahati,Kamrup Metro,KAM/ESI/002,"INS.MEDL.OFFICER,(ESI)UZANBAZAR,GHY."
270,Goalpara,Goalpara,GLP/FOR/002,"D.F.O. SOCIAL FORESTRY , GOALPARA"
