,Head Office,TREASURY NAME,TREASURY CODE,DDO NAME
271,Kajalgaon,Bijni,BJN/ELE/003,"SDO ( CIVIL, ELECTION) BIJNI"
272,Bongaigaon,Abhayapuri,ABH/SE/008,"PRIN. ABHAYESWARI H S & M.P. SCHOOL, ABHAYAPURI"
273,Guwahati,Kamrup Metro,KAM/JUD/003,"DISTRICT & SESSION JUDGE , KAMRUP"
274,Barpeta,Pathsala,PSL/SE/081,PRINCIPAL PALLARPAR H.S.S.(MADRASSA)
275,Bongaigaon,Bongaigaon,BNG/EE/001,"DIST. ELEMENTARY EDUCATION OFFICER,BONGAIGAON"
276,Dibrugarh,Naharkatia,NHK/HE/007,H.M. SOLOGURI HIGH SCHOOL
277,Sivasagar,Sivasagar,SVS/LED/005,"ASST. DIR. OF EMPLOYMENT EXCHANGE,SIVASAGAR"
278,Guwahati,Dispur,DIS/SCE/001,DIRECTOR S.C.E.R.T.
279,Hailakandi,Hailakandi,HKD/ES/001,"DY. DIR. ECONOMICS & STATISTICS, HAILAKANDI"
280,Mangaldai,Darrang,DAR/SE/112,HEAD MASTER DAIPAM HIGH SCHOOL
281,Marigaon,Marigaon,MRG/HE/061,HEAD MASTER SOLMARI H S
282,Guwahati,New-Guwahati,NGT/FC/005,EX. ENG. GUWAHATI WEST E&D DIVNBHARALU
283,Golaghat,Golaghat,GT/SE/048,H.M. CHANDMARI H.S.
284,Hatsingimari,Hat Singimari,HAT/IRR/002,EX. ENGR. MANCHAR DIVN. (IRR) HATSINGIMARI
285,Dibrugarh,Dibrugarh,DIB/DME/002,"PRINCIPAL B.SC.NURSING COLLEGE, DIBRUGARH"
286,Dhubri,Dhubri,DBR/SE/127,H.M SHEKHER ULLAH MEMORIAL HIGH SCHOOL. P.O-A.M.CO.ROAD
287,Silchar,Cachar,CAC/AGR/001,"JT. DIR. AGRICULTURE, CACHAR"
288,Dhemaji,Jonai,JON/SE/005,HEAD MASTER TELAM TRIBAL HIGH SCHOOL
289,Jorhat,Jorhat,JOR/IRR/003,EE MECH..DIVN.IRRIGATION
290,Golaghat,Golaghat,GT/LRS/003,"CIRCLE OFFICER,KHUMTAI"
291,Dhubri,Dhubri,DBR/SE/088,H.M. SAHEBGANJ HIGH SCHOOL
292,Silchar,Cachar,CAC/IGR/002,"SUB-REGISTRAR, CACHAR"
293,Sivasagar,Sonari,SNR/IGR/001,"SUB-REGISTER, SONARI"
294,Nagaon,Nagaon,NAG/HE/112,"H/M, SALMARA   H   SCHOOL"
295,Bongaigaon,Abhayapuri,ABH/SE/022,H.M. AMGURI LATIBARI HIGH SCHOOL
296,Goalpara,Goalpara,GLP/SE/022,H.M. DHUPDHARA GIRLS' HIGH SCHOOL
297,Sivasagar,Sivasagar,SVS/SE/028,HM BOKOTA PARIJAT HS
298,Amingaon,"Kamrup,Amingaon",AKM/SWP/016,CDPO RAMPUR INT.CHD.DEV.SC.PROJECT.
299,Guwahati,Rangia,RAN/HE/060,SUPDT. NAGAON CHARIALI HIGH MADRASA
300,Tezpur,Gohpur,GAH/GAD/001,"SUB-DIVISIONAL OFFICER (CIVIL), GAHPUR"
301,Silchar,Cachar,CAC/TRA/001,"DTO, SILCHAR"
302,Barpeta,Barpeta,BRT/HE/006,"PRINCIPAL,M.K. COLLEGE"
303,Golaghat,Dergaon,DER/PRD/003,"BDO, KAKODONGA DEV. BLOCK, DERGAON"
304,Barpeta,Pathsala,PSL/LRS/003,"CIRCLE OFFICER,BAJALI REVENUE CIRCLE"
305,Silchar,New-Silchar,NSL/SWD/011,"PROBATION OFFICER, CACHAR, SILCHAR"
306,Marigaon,Marigaon,MRG/SE/056,"HEADMASTER,DHUPGURI HIGH SCHOOL"
307,Dibrugarh,Dibrugarh,DIB/HE/124,H.M. GRAHAMBAZAR GIRLS HIGH SCHOOL
308,Marigaon,Marigaon,MRG/HE/050,HEAD MASTER MIKIRBHETA H S
309,Jorhat,Titabar,TIT/SE/020,H.M. MADHABDEV SAMINARY HIGH SCHOOL
310,Silchar,New-Silchar,NSL/SWD/003,"SUPDT. CENTRAL DESTITUTE HOME, SILCHAR"
311,Sivasagar,Sivasagar,SVS/FIS/001,"DIST. FISHERY OFFICER , SIVASAGAR"
312,Sivasagar,Sivasagar,SVS/TCP/001,"DEPUTY DIR. OF TOWN & COUNTRY PLANNING,SIVASAGAR"
313,Dhemaji,Dhemaji,DMJ/GAD/001,"DEPUTY COMMISSIONER,DHEMAJI"
314,Nalbari,Belsar,BEL/SE/004,H.M. PASHIM CHAMATA H.S.
315,Sivasagar,Sivasagar,SVS/SE/071,HM KAMALESWARI GIRLS HS
316,Bongaigaon,Abhayapuri,ABH/SE/002,"PRINCIPAL MALEGARH H.S. SCHOOL,P.O.-MALEGARH"
317,Hailakandi,Hailakandi,HKD/PRI/001,"SUPDT. OF DIST. JAIL, HAILAKANDI"
318,Dhemaji,Dhemaji,DMJ/HS/003,"ADDL.CHIEF MEDICAL HEALTH OFFICER,(FW)DHEMAJI"
319,Jorhat,Jorhat,JOR/TRA/001,"DTO,JORHAT"
320,Barpeta,Barpeta,BRT/SE/067,H.M. B.K. Nityananda-WAHED ALI H.S.
321,Guwahati,New-Guwahati,NGT/SE/004,"H.M SWAHID KUSHAL KONWAR HS, P.O-PANIKHAITY"
322,Sivasagar,Sivasagar,SVS/SE/087,HM R.K.PHUKON HS
323,North Lakhimpur,Dhakuwakhana,DKK/SWD/001,C.D.P.O. I.C.D.S. PROJECT DHAKUAKHANA
324,Nagaon,Kaliabor,KLB/SER/001,"SPERINTENDENT OF SERICULTURE,KALIABAR"
325,Barpeta,Barpeta,BRT/AHV/002,"DISTRICT POLTRY FARM , BARPETA"
326,Barpeta,Barpeta,BRT/JUD/005,"CHAIRMAN DISTRICT LEGAL SERVICES,BARPETA"
327,Silchar,New-Silchar,NSL/ECT/002,"DY. DIR. EMPLOYMENT S.A. ZONE ,SILCHAR"
328,Jorhat,Jorhat,JOR/LRS/001,"CIRCLE OFFICER,JORHAT EAST"
329,Golaghat,Golaghat,GT/SE/001,INSPECTOR OF SCHOOL
330,Karimganj,Karimganj,KAR/SE/071,"HEAD MUDARRIS SINGARIA PRE- SR. MADRASSA, P.O. -SINGARIBAZAR"
331,Karimganj,Karimganj,KAR/HE/003,"PRIN. KARIMGANJ COLLEGE, KARIMGANJ"
332,Jorhat,Titabar,TIT/HE/002,"PRIN. N.N. SAIKIA COLLEGE, TITABAR"
333,Golaghat,Golaghat,GT/CA/001,"CULTURAL CENTER,GOLAGHAT."
334,Mangaldai,Udalguri,UDG/JUD/005,"DISTRICT LEGAL SERVICE AUTHORITY,UDALGURI"
335,Dibrugarh,Dibrugarh,DIB/IRR/002,"EX. ENG. IRRIGATION, ELECTRICAL, DIBRUGARH"
336,Karimganj,Karimganj,KAR/SER/001,"ASTT. DIR. SERICULTURE, KARIMGANJ"
337,Guwahati,Kamrup Metro,KAM/HS/021,"JT. DIRECTOR OF HEALTH SERVICE MALARIA BRANCH,GHY.(METRO)"
338,Guwahati,Dispur,DIS/PEN/001,DIRECTOR OF PENSION
339,Bongaigaon,Bongaigaon,BNG/SE/037,H.M. NORTH BONGAIGAON HIGH SCHOOL
340,Hailakandi,Hailakandi,HKD/SE/036,"HEAD MUDARRIS CHOUDHURY PARA PRE- SR. MADRASSA,P.O. - SAHABAD"
341,Nagaon,Hojai,HOJ/COP/001,"ASTT. REGISTER OF CO-OPERATIVE SOCIETIES, HOJAI"
342,Silchar,New-Silchar,NSL/ECT/001,"ASST. DIR. OF EMPLOYMENT EXCHANGE ,SILCHAR"
343,Barpeta,Barpeta,BRT/SE/077,H.M. AZAD H.S.
344,Guwahati,Kamrup Metro,KAM/SE/333,"H.M SHYAMBHUMI HS, P.O-AZARA"
345,Tezpur,Sonitpur,SON/SE/113,TEZPUR GOVT. GIRLS H.S. & M.P. SCHOOL
346,Nagaon,Hojai,HOJ/SWD/003,"CDPO, ICDS PROJECT, LUMDING"
347,Amingaon,"Kamrup,Amingaon",AKM/HE/072,PRN 7 SECY BAMUNDI MAHAVIDYALAYA
348,Hailakandi,Hailakandi,HKD/HT/001,"SUPDT. HANDLOOM & TEXTILE, HAILAKANDI"
349,Amingaon,"Kamrup,Amingaon",AKM/HE/087,PRINCIPAL SONTALI ANCHALIK COLLEGE
350,Sivasagar,Sonari,SNR/ES/001,"SUB-DIV. STATISTICAL OFFICER, SONARI"
351,Golaghat,Sarupathar,SRP/IND/001,"SUPDT. OF INDUSRIES & COMMERCE, SARUPATHAR"
352,Dhubri,Dhubri,DBR/SE/077,H.M. DURAHATI HIGH SCHOOL
353,Nagaon,Nagaon,NAG/HE/024,"H/M, BAMUNI     H  SCHOOL"
354,Dhemaji,Jonai,JON/RD/001,"B.D.O. JONAI DEVELOPMENT BLOCK,JONAI."
355,Jorhat,Jorhat,JOR/SE/035,"HEAD MASTER,TEOK RAJABARI NILAMONI PHUKON GIRLSHIGH SCHOOL"
356,Dibrugarh,Dibrugarh,DIB/SE/001,PRIN ASSAM VIDYAPITH H S SCHOOL
357,Goalpara,Goalpara,GLP/COP/002,"ASSTT. REGISTRAR CO-OP SOCIETY , GOALPARA"
358,Mangaldai,Darrang,DAR/ELE/001,"ELECTION OFFICER, DARRANG , MANGALDAI"
359,Dibrugarh,Dibrugarh,DIB/AUD/001,"ASST. DIR. OF AUDIT ( LOCAL FUND ), DIBRUGARH"
360,Kokrajarh,Kokrajhar,KKJ/AE/001,"DISTRICT ADULT EDUCATION OFFICER ,KOKRAJHAR"
361,Dhemaji,Dhemaji,DMJ/LED/001,"LABOUR OFFICER,DHEMAJI"
362,Bongaigaon,Bongaigaon,BNG/FCS/002,"DY. DIR. FOOD & CIVIL SUPPLY, BONGAIGAON"
363,Guwahati,Rangia,RAN/IRR/004,EX. ENG. BOROLIA DIV. (IRR) TAMULPUR
364,Barpeta,Barpeta,BRT/SE/040,H.M. GOBARDHANA H.S.
365,Nalbari,Nalbari,NLB/SE/088,H.M. BORBORI  H.S.
366,Dhubri,Dhubri,DBR/PRD/003,"B.D.O.,  GOURIPUR"
367,Dibrugarh,Dibrugarh,DIB/POL/002,"SUPDT. OF POLICE, F.R.R.O., DIBRUGARH"
368,Guwahati,Kamrup Metro,KAM/PRD/001,"CHIEF EX. OFFICER,ZILA PARISAD,KAMRUP,GHY."
369,Dhemaji,Dhemaji,DMJ/TCP/001,"DEPUTY DIRECTOR TOWN & COUNTRY PLANNING,DHEMAJI"
370,Dhubri,Dhubri,DBR/SE/110,"H.M GHATPAR HIGH SCHOOL, P.O-GOLOKGANJ"
371,Nalbari,Nalbari,NLB/JUD/001,"DISTRICT SESSION JUDGE,NALBARI"
372,Jorhat,Jorhat,JOR/HE/021,PL.GOVT.GIRLS HS&MP SCHOOL
373,North Lakhimpur,Lakhimpur,LKM/HE/006,PRINCIPAL O.P.D. COLLEGE
374,North Lakhimpur,Dhakuwakhana,DKK/SE/114,HEAD MASTER BORDOIBAM ACADEMIC HIGH SCHOOL
375,Dibrugarh,Dibrugarh,DIB/SE/006,PRIN. LEZAI H S SCHOOL
376,Goalpara,Goalpara,GLP/PRD/003,"B.D.O. BALIJANA DEVELOPEMENT BLOCK , AGIA"
377,Tinsukia,Chapakhuwa,CPK/COP/001,"ASST.REG. OF CO-OPERATIVE SOCIETY, SADIYA"
378,Karimganj,R. K. Nagar,RKN/AGR/001,"SUB-DIV AGRICULTURE OFFICER, RAMKRISHNANAGAR"
379,Tezpur,Sonitpur,SON/SE/110,"PRINCIPAL, SILIKHABARI HIGHER SECONDARY SCHOOL"
380,Dhubri,Dhubri,DBR/SE/079,H.M. BALAJAN HIGH SCHOOL
381,Silchar,Cachar,CAC/HE/079,"SUPDT. KALAIN SR. MADRASSA, KALAIN"
382,Dibrugarh,Dibrugarh,DIB/HE/068,H.M. NAGAR HIGH SCHOOL
383,Dhemaji,Jonai,JON/AGR/001,"SUB-DIVISIONAL AGRICULTURE OFFICER,JONAI"
384,Garmur,Garamur,GAR/HE/004,RANGACHAHI COLLEGE
385,Dhemaji,Dhemaji,DMJ/SE/061,HEAD MASTER BORBAML HIGH SCHOOL
386,Hailakandi,Hailakandi,HKD/SE/034,"HEAD MUDARRIS MD. ARZOD ALI MEMORIAL PRE- SR.MADRASSA, P.O. - DOLAI SOUTH"
387,Hailakandi,Hailakandi,HKD/SE/040,"HEAD MUDARRIS IDRIS ALI MEMORIAL PRE- SR. MADRASSA,P.O. - BALIURA"
388,Tinsukia,Tinsukia,TSK/HE/026,H.M. JWAHAR HINDI HIGH SCHOOL
389,Hailakandi,Hailakandi,HKD/SE/045,"HEAD MUDARRIS NORTH MOHANPUR ROSIDIYA PRE- SR.MADRASSA, P.O. - MOHANPUR"
390,Mangaldai,Darrang,DAR/SE/113,SUPDT. MAZGAON PADOPARI SR. MADRASSA
391,Amingaon,"Kamrup,Amingaon",AKM/SE/326,H.M LAMPARA ANCHALIK HIGH SCHOOL P.O-BIRPARA
392,Diphu,Diphu,DPU/IMD/002,"MEMBER, FOREINER'S TRIBUNAL, DIPHU"
393,Mangaldai,Darrang,DAR/SE/151,"H.M Sialmari High School, P.O. Kopati"
394,Barpeta,Barpeta,BRT/PRD/004,"B.D.O., BARPETA"
395,Tezpur,Gohpur,GAH/SE/019,HEAD MASTER MADHYA TRIBAL HIGH SCHOOL
396,Sivasagar,Nazira,NZR/SE/034,"H.M. KHANAMUKH GIRLS' HIGH SCHOOL,P.O.-KHANAMUKH"
397,Nalbari,Nalbari,NLB/SE/102,"HEADMASTER GOHAIN KAMAL HIGH SCHOOL,P.O-KATHALBARI"
398,Marigaon,Marigaon,MRG/PRD/003,"BDO, MAYANG"
399,Tezpur,Sonitpur,SON/SWD/004,"C.D.P.O. BALIPARA I.C.D.S. PROJECT, BALIPARA."
400,Sivasagar,Sivasagar,SVS/PRD/002,"PRINCIPAL,PANCHAYATI RAJ TRAINING CENTRES"
401,Mangaldai,Darrang,DAR/PWR/001,"S.E. MANGALDAI ROAD CIRCLE, MANGALDAI"
402,Sivasagar,Sivasagar,SVS/SE/152,"HEADMISTRESS, SUBACHANI HIGH SCHOOL"
403,Guwahati,Dispur,DIS/EE/004,"HEAD MASTER, KAMALAJARI M.E. SCHOOL"
404,Guwahati,Dispur,DIS/EE/018,"HEAD MASTER, NARTAP M.E.SCHOOL"
405,Mangaldai,Udalguri,UDG/SCE/002,"PRIN. B.T.C., DALGAON"
406,Amingaon,"Kamrup,Amingaon",AKM/SE/256,HM. DR. ZAKIR HUSSAIN HIGH SCHOOL
407,Amingaon,"Kamrup,Amingaon",AKM/SE/191,HM.TUKRAPARA ANC. HIGH SCHOOL.
408,Nalbari,Belsar,BEL/SE/018,H.M. BARNADDI GIRLS' H.S.
409,Nalbari,Nalbari,NLB/SE/117,HEADMASTER SANKAR DEV BALIKA VIDYAPITH HIGH SCHOOL
410,Barpeta,Barpeta,BRT/AHV/004,"I.C.D.P., HOWLY"
411,Guwahati,Dispur,DIS/HE/001,DIRECTOR OF HIGHER EDUCATION.
412,Dhemaji,Dhemaji,DMJ/SE/117,"HM SARBUDOI H.S., P.O- SIMEN MUKH"
413,Dhemaji,Dhemaji,DMJ/SE/053,HEAD MASTER MINGMANG TRIBAL HIGH SCHOOL
414,Silchar,Cachar,CAC/HE/010,"PRIN. GOVT. BOYS H.S. SCHOOL, SILCHAR"
415,Silchar,Cachar,CAC/LED/004,"SUDPT. ITI, (WOMEN) SRIKONA"
416,Dhubri,Dhubri,DBR/SE/132,"H.M DAKHIN MADHUSOULMARI HIGH SCHOOL, P.O-MADHUSOULMARI"
417,Bongaigaon,Bongaigaon,BNG/SE/044,H.M. LALABAHADUR SASTRI BIDYAPITH HIGH SCHOOL
418,Bongaigaon,Bongaigaon,BNG/SE/001,"INSPECTOR OF SCHOOL, BONGAIGAON"
419,Dhemaji,Dhemaji,DMJ/HE/002,PRINCIPALDHEMAJI GIRLS JUNIOR COLLEGE
420,Barpeta,Barpeta,BRT/SE/010,PRINCIPAL BARBALA H.S.S.
421,Diphu,Diphu,DPU/ELE/001,"ELECTION OFFICER, DIPHU"
422,Barpeta,Pathsala,PSL/SE/068,PRINCIPAL BAGHMARA H.S.S.
423,Nagaon,Nagaon,NAG/HE/123,"H/M, SHALKATI     H   SCHOOL"
424,Amingaon,"Kamrup,Amingaon",AKM/SE/275,HM.JHAROBARI ANC.  HIGH SCHOOL
425,Dhubri,Dhubri,DBR/PWR/004,EX. ENGR. PWD DHUBRI AACP DIVN.
426,North Lakhimpur,Dhakuwakhana,DKK/SE/072,H.M. NEMUTENGANI GIRLS HIGH SCHOOL
427,Nagaon,Nagaon,NAG/HE/045,"H/M,  DR.  S  K  BHUYAN  H/S"
428,Jorhat,Jorhat,JOR/HE/004,"PL.C.K.B.COLLEGE,TEOK"
429,Nalbari,Nalbari,NLB/SE/108,"SUPDT. MILAN HIGH MADRASSA, BARNAGAR BANEKUCHI,P.O- BANAGRAM"
430,Marigaon,Marigaon,MRG/SWD/005,"CDPO, MAIRABARI"
431,Mangaldai,Darrang,DAR/SE/171,Supdt. Pipirakuchi Anchalik High Madrassa
432,Hailakandi,Hailakandi,HKD/TRA/001,"DIST. TRANSPORT OFFICER, HAILAKANDI"
433,Marigaon,Marigaon,MRG/SE/006,"HM KAPAHERA GIRLS SECONDARY SCHOOL,P.O-KAPAHERA"
434,Jorhat,Jorhat,JOR/HE/041,BORBHETA PUBLIC H.S.
435,Karimganj,Karimganj,KAR/SE/022,H.M. BILBARI SRI KRISHNA RAM HIGH SCHOOL
436,Guwahati,Dispur,DIS/POL/003,S.P. R.P.O. ( RIVER POLICE )
437,Nagaon,Nagaon,NAG/JUD/001,"DIST.&  SESSION  JUDGE, NAGAON"
438,Sivasagar,Nazira,NZR/LED/002,"PRIN. I.T.I. GARGAON, NAZIRA"
439,Guwahati,Rangia,RAN/ELE/001,"ELECTION OFFICER, RANGIA"
440,Sivasagar,Sivasagar,SVS/PRI/001,"SUPDT. OF DISTRICT JAIL,SIVASAGAR"
441,Barpeta,Pathsala,PSL/GAD/004,"S.D.O. (CIVIL), BAJALI, PATHSALA(FOOD & CIVIL SUPPLY)"
442,North Lakhimpur,Dhakuwakhana,DKK/HE/003,NORTH BANK COLLEGE GHILAMARA
443,Jorhat,Jorhat,JOR/LED/002,SR.INSPECTOR OF FACTORIES
444,Nagaon,Nagaon,NAG/AHV/003,"MANAGER,GOVT.BULL REARING FARM,KATHIATOLI"
445,North Lakhimpur,Lakhimpur,LKM/SE/118,HEAD MASTER BISHNUJYOTI HIGH SCHOOL
446,Dibrugarh,Naharkatia,NHK/SE/005,"H.M Rastrabasha Hindi Vidyalaya Duliajan Central NamgharRoad P.O- Chabua,"
447,Jorhat,Jorhat,JOR/HE/054,H.M.CHARIBAHI H.S..
448,Guwahati,New-Guwahati,NGT/IRR/010,SUDT.ENGINEER GUWAHATI PROJECT CRCLE IRRIGATION
449,Amingaon,"Kamrup,Amingaon",AKM/SE/341,H.M. SIKARHATI ANCHALIK HIGH SCHOOL
450,Mangaldai,Darrang,DAR/HT/001,"ASSTT. DIR . HANDLOOM & TEXTILE , DARRANG , MLD"
451,Mangaldai,Darrang,DAR/SWD/005,"C.D.P.O. KALAIGAON,DARRANG"
452,Tezpur,Sonitpur,SON/AUD/001,ASSTT. DIRECTOR OF AUDIT & LOCAL FUND TEZPUR
453,North Lakhimpur,Lakhimpur,LKM/PRD/001,"BLOCK DEVELOPMENT OFFICER,LAKHIMPUR"
454,Goalpara,Goalpara,GLP/SE/026,H.M. DUDHNAI GIRLS' HIGH SCHOOL
455,Garmur,Garamur,GAR/SE/002,PRIN. CHAMAGURI SATRA RAWNAPARA H S SCHOOL
456,Dhubri,Dhubri,DBR/SE/055,PRIN. HALAGURA H S SCHOOL
457,Diphu,Bokajan,BOK/LED/001,"LABOUR OFFICER, BOKAJAN"
458,Karimganj,Karimganj,KAR/SE/001,"PRIN. MMMC GIRLS H.S. SCHOOL, KARIMGANJ"
459,Jorhat,Jorhat,JOR/HS/011,DY.DIR. STATE HEALTH TRANSPORT(T)
460,Barpeta,Barpeta,BRT/SE/200,"HEAD MUDARRIS MADHYA DANAKUCHI PRE- SR. MADRASSA,P.O- SONKUCHI"
461,Tezpur,Sonitpur,SON/SE/040,H.M.MANSIRI HIGH SCHOOL
462,Golaghat,Golaghat,GT/SE/072,"HEAD MASTER,CHARAI MARI HIGH SCHOOL"
463,North Lakhimpur,Dhakuwakhana,DKK/SE/121,"HEAD MASTER, MODERGURI TRIBAL HIGH SCHOOL"
464,Kokrajarh,Gossaigaon,GOS/TAX/001,"SUPDT. OF TAX,DAMRA CHECK POST . SRIRAMPUR,GOSSAIGAON"
465,Guwahati,Dispur,DIS/CMS/001,UNDER SECY. C.M. SECRETARIATE
466,Sivasagar,Sivasagar,SVS/SE/053,HM DHITAIPUKHURI GIRLS HS
467,Hailakandi,Hailakandi,HKD/AAT/001,"TREASURY OFFICER, HAILAKANDI"
468,Barpeta,Pathsala,PSL/SE/041,H.M. PAKA BARSIMLA HIGH SCHOOL
469,Dhubri,Dhubri,DBR/TRA/001,"DIST. TRANSPORT OFFICER, DHUBRI"
470,Goalpara,Goalpara,GLP/SER/002,"MANAGER ERI SEED, DHANUBHANGA"
471,Goalpara,Goalpara,GLP/PHE/001,"EX. ENGINEER P.H.E., GOALPARA"
472,Barpeta,Barpeta,BRT/SE/073,H.M. SARUKHETRI   H.S.
473,Silchar,New-Silchar,NSL/SE/071,"HEAD MASTER,GHARBARAN AMARCHAND PREMODAMOYEEHIGH SCHOOL"
474,Golaghat,Golaghat,GT/SE/017,H.M. BARUA KACHUPATHAR H.S.
475,Nalbari,Nalbari,NLB/SE/094,"HEADMASTER BALITARA GIRLS' HIGH SCHOOL, P.O. -BALITARA"
476,Nagaon,Nagaon,NAG/HE/089,"PRINCIPAL, NAGAON  BENGALI   BOYS  H  S  S"
477,Nalbari,Belsar,BEL/SE/006,H.M. CHAMATA GIRLS' H.S.
478,Nalbari,Nalbari,NLB/JUD/002,"CHIEF JUDICIAL MAGISTRATE,NALBARI"
479,North Lakhimpur,Bihpuria,BIH/SE/108,HEAD MASTER BHELAIMORA HIGH SCHOOL
480,Bongaigaon,Bongaigaon,BNG/HS/003,ADDL. CHIEF MEDICAL & HEALTH OFICER (FW) BONGAIGAON
481,Barpeta,Barpeta,BRT/TCP/001,"DY. DIR. OF TOWN & COUNTRY  PLANNING , BARPETA"
482,Sivasagar,Sivasagar,SVS/SE/046,HM DHAIALI GIRLS H.S.
483,nan,"Kamrup,Amingao",,HEAD MUDARRIS LARUAJAN SAKINA KHATUN MEMORIAL
484,Amingaon,n,AKM/SE/352,"PRE- SR. MADRASSA, P.O- BHAURIABHITHA"
485,Sivasagar,Sivasagar,SVS/SE/009,PRINCIPAL D.C. GOGOI H.SS
486,Tezpur,Rangapara,RGP/SE/006,HEADMASTER KHONAMUKH HIGH SCHOOL
487,Dibrugarh,Dibrugarh,DIB/WPT/001,"PROJECT DIR. ITDP, DIBRUGARH"
488,Goalpara,Goalpara,GLP/SE/037,H.M. KRISHNAI HABRAGHAT HIGH SCHOOL
489,Nagaon,Nagaon,NAG/SWD/005,"C. D. P. O., BINAKANDI"
490,North Lakhimpur,Lakhimpur,LKM/TAX/001,"SUPERINTENDENT OF TAXES,LAKHIMPUR"
491,Garmur,Garamur,GAR/SE/017,H.M. PUB MAJULI KHERKATIA HIGH SCHOOL
492,Jorhat,Jorhat,JOR/HE/106,H.M.R.K.BARUAH H.S.
493,Hatsingimari,Hat Singimari,HAT/SE/032,PRIN. S. ALI H S SCHOOL
494,North Lakhimpur,Bihpuria,BIH/SE/144,"HEAD MASTER,LETEKUPUKHURI HIGH SCHOOL"
495,Bongaigaon,Bongaigaon,BNG/ECT/002,"EMPLOYMENT OFFICER, EMP EXCHANGE,BONGG"
496,Golaghat,Golaghat,GT/SE/065,"HEAD MASTER, PATIA PATHAR HIGH SCHOOL, PO-BADULIPAR"
497,Guwahati,Kamrup Metro,KAM/JUD/006,"JUDGE, DESIGNATED COURT ASSAM"
498,Dhemaji,Dhemaji,DMJ/LRA/001,"DEPUTY COMMISSIONER ,DHEMAJI"
499,Tinsukia,Margherita,MGR/HE/015,PRIN. MARGHERITA PUBLIC H S SCHOOL
500,Diphu,Diphu,DPU/LED/002,"LABOUR INSPECTOR, HOWRAGHAT"
501,Guwahati,New-Guwahati,NGT/ESI/006,MEDICAL OFFICER ( S.D.M.) DIAGNOSTIC CENTRE
502,Marigaon,Marigaon,MRG/HE/017,HEAD MASTER BARALIMARI H S
503,Karimganj,Badarpur,BDP/AGR/001,DY. DIR. OF AGRICULTURE FTS MAHAKAL
504,Guwahati,New-Guwahati,NGT/LM/002,INSPCTOR OF LEGAL METROLOGY
505,Nagaon,Nagaon,NAG/HE/081,"H/M, MARWARI   HINDI   H/S"
506,Nalbari,Belsar,BEL/SE/043,PRINCIPAL CHAMATA H.S.S.
507,North Lakhimpur,Bihpuria,BIH/LRS/002,"CIRCLE OFFICER,NARAYANPUR"
508,Dhemaji,Dhemaji,DMJ/SE/023,HEAD MASTER PACHIM DHEMAJI HIGH SCHOOL
509,Dhubri,Bilasipara,BIL/SE/027,H.M.  SAPATGRAM BENGALI HIGH SCHOOL
510,Dhemaji,Dhemaji,DMJ/SE/042,HEAD MASTER KAMALAMIRI HIGH SCHOOL
511,Barpeta,Barpeta,BRT/SE/020,PRINCIPAL PASCHIM MOINBARI H.S.S.
512,Nagaon,Hojai,HOJ/FOR/001,"D.F.O. NAGAON SOUTH DIVISION, HOJAI"
513,Hatsingimari,Hat Singimari,HAT/SE/164,"H.M DIARA HIGH SCHOOL, P.O-RADHAMADHABHAT"
514,Dibrugarh,Dibrugarh,DIB/HE/038,H.M. BARBARUAH GIRLS' HIGH SCHOOL
515,Barpeta,Barpeta,BRT/SE/061,H.M. B.R. MILAN H.S.
516,Sivasagar,Sivasagar,SVS/SE/050,HM DEMOW TOWN HS
517,Dhemaji,Dhemaji,DMJ/SE/041,HEAD MASTER AKAJAN TRIBAL HIGH SCHOOL
518,Guwahati,Rangia,RAN/SE/022,"H.M MILAN HIGH SCHOOL, P.O.- JAPIA"
519,Nagaon,Nagaon,NAG/SE/048,"SUPDT. KANDUHULIMARI  KHAIRAMARI HIGH MADRASSA,"
520,Guwahati,Dispur,DIS/TRI/001,DIR OF ASSAM INST OF RESEARCH FOR TRIBAL AND SC
521,Golaghat,Golaghat,GT/SE/019,H.M. BALIJAN H.S.
522,Marigaon,Marigaon,MRG/JUD/001,DIST.&SESSION JUDGE
523,Goalpara,Goalpara,GLP/WPT/001,"PROJECT DIRECTOR I.T.D.P., DUDHNOI"
524,Jorhat,Titabar,TIT/SE/012,H.M. KHARIKATIA HIGH SCHOOL
525,Mangaldai,Darrang,DAR/SE/050,"H.M., NEHRU SMRITI GIRLS H.S."
526,Guwahati,Rangia,RAN/IPR/001,"SUB-DIV. INFOR. & P.R. OFFICER, RANGIA"
527,North Lakhimpur,Bihpuria,BIH/SE/112,HEAD MASTER DAKHIN DHALPUR GIRLS HIGH SCHOOL
528,Silchar,New-Silchar,NSL/SWD/007,"C.D.P.O. , PALANGHAT"
529,North Lakhimpur,Lakhimpur,LKM/SE/039,HEAD MASTER DIRGAH MAJGAON HIGH SCHOOL
530,Karimganj,Badarpur,BDP/AAT/001,"TREASURY OFFICER, BADARPUR"
531,Jorhat,Jorhat,JOR/SYW/006,A.O.NCC G.P.H.Q.JORHAT
532,Amingaon,"Kamrup,Amingaon",AKM/SE/373,"HEAD MASTER,UTTAR KAMRUP ANCHALIK HIGH SCHOOL"
533,Tinsukia,Margherita,MGR/SE/003,"PRINCIPAL,MARGHERITA COLLEGE"
